t_s,fused_yaw_deg,ahrs_yaw_deg,raw_vyaw_deg_s,ahrs_vyaw_deg_s,mag_x,mag_y,mag_z,mag_magnitude,x_m,y_m,is_checkpoint,checkpoint_idx,gt_x,gt_y,gt_error_m
1.139,163.8971,-100.3244,0.5267,0.7497,-0.000017,-0.000017,-0.000069,0.000073,15.5941,-0.1133,0,,,,
1.189,163.9343,-100.2889,0.5598,0.3125,-0.000017,-0.000016,-0.000068,0.000072,15.5782,-0.1088,0,,,,
1.239,163.8756,-100.3457,-0.4975,0.1235,-0.000016,-0.000016,-0.000066,0.000070,15.5611,-0.1038,0,,,,
1.289,163.9155,-100.3070,0.6857,0.4586,-0.000016,-0.000016,-0.000065,0.000069,15.5425,-0.0984,0,,,,
1.339,163.9260,-100.3050,0.6181,1.4028,-0.000016,-0.000016,-0.000064,0.000068,15.5230,-0.0928,0,,,,
1.389,163.9782,-100.2480,-1.3306,-1.9560,-0.000016,-0.000016,-0.000062,0.000066,15.4997,-0.0861,0,,,,
1.439,163.9444,-100.2782,-0.0714,0.0539,-0.000016,-0.000016,-0.000061,0.000065,15.4768,-0.0795,0,,,,
1.489,163.9596,-100.2613,2.3522,2.8668,-0.000017,-0.000016,-0.000059,0.000064,15.4527,-0.0726,0,,,,
1.539,164.0479,-100.1751,0.3512,0.4942,-0.000017,-0.000015,-0.000058,0.000062,15.4277,-0.0654,0,,,,
1.589,164.0728,-100.1501,0.0318,-0.4256,-0.000018,-0.000015,-0.000057,0.000061,15.4025,-0.0582,0,,,,
1.639,164.0620,-100.1614,-0.3073,-0.2451,-0.000019,-0.000015,-0.000055,0.000060,15.3773,-0.0510,0,,,,
1.689,164.0579,-100.1628,1.2675,1.1389,-0.000020,-0.000015,-0.000054,0.000060,15.3522,-0.0439,0,,,,
1.739,164.0630,-100.1591,-0.1994,0.6173,-0.000021,-0.000015,-0.000053,0.000059,15.3291,-0.0373,0,,,,
1.789,164.0997,-100.1237,0.4162,-0.1157,-0.000022,-0.000015,-0.000053,0.000059,15.3040,-0.0301,0,,,,
1.839,164.1338,-100.0896,0.9334,0.7273,-0.000023,-0.000015,-0.000052,0.000059,15.2809,-0.0235,0,,,,
1.889,164.1316,-100.0904,0.1470,0.1319,-0.000024,-0.000014,-0.000052,0.000059,15.2582,-0.0171,0,,,,
1.939,164.1298,-100.0936,-0.1538,-0.3961,-0.000025,-0.000014,-0.000052,0.000059,15.2371,-0.0111,0,,,,
1.989,164.1366,-100.0857,0.8875,0.4351,-0.000026,-0.000014,-0.000052,0.000060,15.2158,-0.0050,0,,,,
2.039,164.1504,-100.0726,-0.2628,-0.3264,-0.000027,-0.000014,-0.000052,0.000060,15.1945,0.0010,0,,,,
2.089,164.1641,-100.0580,0.3116,0.2198,-0.000028,-0.000014,-0.000052,0.000061,15.1736,0.0069,0,,,,
2.139,164.2031,-100.0183,1.3951,1.4936,-0.000028,-0.000014,-0.000052,0.000061,15.1525,0.0129,0,,,,
2.189,164.2143,-100.0095,-1.0145,-0.9849,-0.000029,-0.000014,-0.000053,0.000062,15.1320,0.0187,0,,,,
2.239,164.2105,-100.0125,0.4981,0.0761,-0.000030,-0.000014,-0.000053,0.000062,15.1117,0.0245,0,,,,
2.290,164.2241,-99.9968,1.2507,1.2704,-0.000030,-0.000014,-0.000053,0.000063,15.0913,0.0302,0,,,,
2.339,164.2624,-99.9644,-0.1992,-0.1342,-0.000030,-0.000013,-0.000054,0.000063,15.0724,0.0356,0,,,,
2.389,164.2737,-99.9493,0.2305,-0.1456,-0.000031,-0.000014,-0.000054,0.000064,15.0506,0.0417,0,,,,
2.439,164.2468,-99.9748,-0.3721,-0.3619,-0.000031,-0.000013,-0.000055,0.000064,15.0300,0.0475,0,,,,
2.489,164.2566,-99.9654,0.2520,0.0159,-0.000031,-0.000014,-0.000055,0.000065,15.0088,0.0535,0,,,,
2.539,164.2587,-99.9624,0.7039,0.8143,-0.000031,-0.000014,-0.000056,0.000065,14.9875,0.0595,0,,,,
2.589,164.2598,-99.9622,-0.0765,0.2159,-0.000032,-0.000014,-0.000056,0.000066,14.9661,0.0655,0,,,,
2.639,164.3023,-99.9207,0.5736,0.0939,-0.000032,-0.000014,-0.000056,0.000066,14.9440,0.0717,0,,,,
2.689,164.3018,-99.9199,1.0282,1.0210,-0.000032,-0.000014,-0.000057,0.000066,14.9218,0.0780,0,,,,
2.740,164.2990,-99.9245,-0.4395,-0.4255,-0.000032,-0.000014,-0.000057,0.000067,14.8998,0.0842,0,,,,
2.789,164.3264,-99.8972,0.5954,0.0391,-0.000032,-0.000015,-0.000057,0.000067,14.8775,0.0904,0,,,,
2.839,164.3646,-99.8555,2.0878,2.3375,-0.000032,-0.000015,-0.000057,0.000067,14.8548,0.0968,0,,,,
2.889,164.4000,-99.8229,-0.4151,-0.4595,-0.000032,-0.000015,-0.000058,0.000067,14.8326,0.1030,0,,,,
2.939,164.4328,-99.7908,0.0722,-0.3892,-0.000031,-0.000015,-0.000058,0.000068,14.8101,0.1093,0,,,,
2.989,164.4127,-99.8085,1.1041,1.4748,-0.000031,-0.000015,-0.000058,0.000068,14.7880,0.1154,0,,,,
3.039,164.4543,-99.7701,0.1028,0.0880,-0.000031,-0.000015,-0.000058,0.000068,14.7672,0.1212,0,,,,
3.089,164.4957,-99.7277,0.3170,0.0338,-0.000031,-0.000016,-0.000058,0.000068,14.7438,0.1277,0,,,,
3.139,164.4845,-99.7368,0.4814,0.8792,-0.000031,-0.000016,-0.000058,0.000068,14.7217,0.1339,0,,,,
3.189,164.4978,-99.7246,-0.2857,-0.1427,-0.000031,-0.000016,-0.000059,0.000068,14.7004,0.1398,0,,,,
3.239,164.5277,-99.6943,0.9243,0.3598,-0.000031,-0.000016,-0.000059,0.000069,14.6787,0.1458,0,,,,
3.289,164.5349,-99.6877,0.2484,0.7389,-0.000031,-0.000017,-0.000059,0.000069,14.6574,0.1517,0,,,,
3.339,164.5674,-99.6554,-0.0888,-0.1674,-0.000031,-0.000017,-0.000059,0.000069,14.6366,0.1574,0,,,,
3.389,164.5761,-99.6461,0.6731,0.7559,-0.000031,-0.000017,-0.000059,0.000069,14.6159,0.1631,0,,,,
3.439,164.5759,-99.6462,0.2316,0.1284,-0.000031,-0.000017,-0.000059,0.000069,14.5957,0.1687,0,,,,
3.489,164.5929,-99.6315,-0.1473,-1.0356,-0.000031,-0.000018,-0.000059,0.000069,14.5746,0.1745,0,,,,
3.539,164.6021,-99.6177,1.9205,2.7127,-0.000031,-0.000018,-0.000059,0.000069,14.5533,0.1804,0,,,,
3.589,164.6728,-99.5507,0.2275,0.6904,-0.000032,-0.000018,-0.000059,0.000070,14.5316,0.1864,0,,,,
3.639,164.7467,-99.4759,1.7154,1.0717,-0.000032,-0.000018,-0.000060,0.000070,14.5099,0.1923,0,,,,
3.689,164.7356,-99.4864,0.1381,0.6336,-0.000032,-0.000018,-0.000060,0.000070,14.4880,0.1983,0,,,,
3.739,164.7522,-99.4724,-0.8076,-0.8483,-0.000032,-0.000018,-0.000060,0.000070,14.4653,0.2045,0,,,,
3.789,164.7770,-99.4452,1.4132,1.1135,-0.000033,-0.000018,-0.000060,0.000071,14.4429,0.2106,0,,,,
3.839,164.7845,-99.4363,1.4752,1.8555,-0.000033,-0.000018,-0.000060,0.000071,14.4209,0.2166,0,,,,
3.889,164.8417,-99.3791,-0.8351,-0.6675,-0.000034,-0.000018,-0.000060,0.000071,14.4001,0.2222,0,,,,
3.939,164.8818,-99.3405,1.2879,0.8432,-0.000034,-0.000018,-0.000061,0.000072,14.3768,0.2285,0,,,,
3.989,164.8451,-99.3762,0.1605,0.2729,-0.000034,-0.000018,-0.000061,0.000072,14.3548,0.2345,0,,,,
4.039,164.8637,-99.3605,-1.0486,-0.9111,-0.000035,-0.000018,-0.000061,0.000073,14.3329,0.2404,0,,,,
4.089,164.8803,-99.3416,1.3537,1.3456,-0.000035,-0.000018,-0.000061,0.000073,14.3113,0.2462,0,,,,
4.139,164.8664,-99.3548,-0.1006,0.0993,-0.000035,-0.000018,-0.000062,0.000073,14.2898,0.2520,0,,,,
4.189,164.9270,-99.2989,-0.5998,-1.6982,-0.000035,-0.000018,-0.000062,0.000074,14.2684,0.2578,0,,,,
4.239,164.9095,-99.3122,1.2855,1.2300,-0.000036,-0.000018,-0.000063,0.000074,14.2466,0.2637,0,,,,
4.289,164.8957,-99.3264,-0.9176,-0.1228,-0.000036,-0.000017,-0.000063,0.000075,14.2255,0.2694,0,,,,
4.339,164.9414,-99.2826,0.8900,0.0312,-0.000036,-0.000017,-0.000064,0.000075,14.2039,0.2752,0,,,,
4.389,164.9373,-99.2840,1.1482,1.7273,-0.000036,-0.000017,-0.000064,0.000076,14.1824,0.2810,0,,,,
4.439,164.9891,-99.2350,-1.1051,-0.6520,-0.000036,-0.000017,-0.000065,0.000076,14.1608,0.2868,0,,,,
4.489,165.0171,-99.2055,1.6518,1.1012,-0.000037,-0.000017,-0.000065,0.000077,14.1388,0.2927,0,,,,
4.539,164.9838,-99.2371,0.4164,0.9995,-0.000037,-0.000017,-0.000066,0.000077,14.1167,0.2986,0,,,,
4.589,165.0142,-99.2097,-1.4417,-1.0219,-0.000037,-0.000016,-0.000066,0.000078,14.0947,0.3045,0,,,,
4.639,165.0644,-99.1584,1.7076,0.9119,-0.000037,-0.000016,-0.000067,0.000078,14.0726,0.3104,0,,,,
4.689,165.0198,-99.2020,-0.4114,-0.4310,-0.000037,-0.000016,-0.000068,0.000079,14.0503,0.3164,0,,,,
4.739,165.0395,-99.1832,-0.7315,-0.4308,-0.000037,-0.000016,-0.000068,0.000080,14.0300,0.3218,0,,,,
4.789,165.0443,-99.1769,1.6453,1.4182,-0.000037,-0.000016,-0.000069,0.000080,14.0070,0.3279,0,,,,
4.839,165.0398,-99.1822,-0.1318,0.1054,-0.000037,-0.000016,-0.000070,0.000081,13.9854,0.3337,0,,,,
4.889,165.0695,-99.1563,-1.3231,-2.2034,-0.000037,-0.000016,-0.000071,0.000081,13.9639,0.3394,0,,,,
4.939,165.0152,-99.2061,0.1409,0.3414,-0.000038,-0.000016,-0.000071,0.000082,13.9438,0.3448,0,,,,
4.989,164.9514,-99.2542,-2.9104,-2.7795,-0.000038,-0.000016,-0.000072,0.000083,13.9239,0.3502,0,,,,
5.039,164.8864,-99.3360,-0.8044,-1.7093,-0.000038,-0.000015,-0.000073,0.000083,13.9013,0.3562,0,,,,
5.089,164.8141,-99.4069,-0.0289,0.4794,-0.000038,-0.000015,-0.000074,0.000084,13.8797,0.3621,0,,,,
5.139,164.8374,-99.3852,-0.7514,-0.6346,-0.000038,-0.000015,-0.000075,0.000085,13.8582,0.3679,0,,,,
5.189,164.8525,-99.3701,0.9057,0.2628,-0.000037,-0.000015,-0.000076,0.000086,13.8359,0.3740,0,,,,
5.239,164.7584,-99.4635,-1.5166,-1.2297,-0.000037,-0.000015,-0.000076,0.000086,13.8140,0.3799,0,,,,
5.289,164.7173,-99.5066,-2.3413,-2.4159,-0.000037,-0.000015,-0.000077,0.000087,13.7916,0.3860,0,,,,
5.339,164.6625,-99.5608,-0.3910,-0.8949,-0.000037,-0.000015,-0.000078,0.000088,13.7694,0.3921,0,,,,
5.389,164.6031,-99.6174,-0.3187,0.3117,-0.000036,-0.000015,-0.000079,0.000088,13.7471,0.3982,0,,,,
5.439,164.5879,-99.6349,-1.0059,-1.3997,-0.000036,-0.000015,-0.000080,0.000089,13.7253,0.4042,0,,,,
5.489,164.4974,-99.7266,-2.1238,-2.6177,-0.000035,-0.000016,-0.000081,0.000089,13.7033,0.4103,0,,,,
5.541,164.3127,-99.9098,-3.9284,-3.2777,-0.000034,-0.000016,-0.000081,0.000089,13.6837,0.4158,0,,,,
5.591,164.2141,-100.0165,-2.4361,-2.4536,-0.000033,-0.000016,-0.000082,0.000090,13.6634,0.4215,0,,,,
5.639,164.1026,-100.1198,-1.4386,-1.7628,-0.000032,-0.000016,-0.000082,0.000090,13.6404,0.4280,0,,,,
5.689,164.0118,-100.2118,-2.7902,-3.0675,-0.000031,-0.000017,-0.000083,0.000090,13.6191,0.4341,0,,,,
5.739,163.8536,-100.3693,-2.5913,-2.5335,-0.000030,-0.000017,-0.000083,0.000090,13.5973,0.4404,0,,,,
5.789,163.6801,-100.5411,-3.1645,-3.0595,-0.000028,-0.000018,-0.000083,0.000090,13.5759,0.4466,0,,,,
5.839,163.5633,-100.6423,-2.2919,-2.5671,-0.000028,-0.000018,-0.000084,0.000090,13.5560,0.4525,0,,,,
5.889,163.3904,-100.8315,-3.1305,-2.8633,-0.000026,-0.000019,-0.000084,0.000089,13.5328,0.4593,0,,,,
5.939,163.2564,-100.9682,-3.6602,-3.8439,-0.000024,-0.000020,-0.000083,0.000089,13.5113,0.4657,0,,,,
5.989,163.0873,-101.1339,-1.7065,-1.5575,-0.000023,-0.000020,-0.000083,0.000089,13.4898,0.4723,0,,,,
6.039,162.9067,-101.3146,-4.2682,-3.9604,-0.000021,-0.000021,-0.000083,0.000088,13.4677,0.4790,0,,,,
6.089,162.7240,-101.5002,-4.6312,-5.1674,-0.000019,-0.000022,-0.000082,0.000087,13.4462,0.4856,0,,,,
6.139,162.4984,-101.7232,-2.6740,-2.5536,-0.000018,-0.000023,-0.000082,0.000087,13.4245,0.4924,0,,,,
6.189,162.3081,-101.9145,-4.3369,-4.1767,-0.000016,-0.000023,-0.000081,0.000086,13.4028,0.4993,0,,,,
6.239,162.1750,-102.0479,-1.6725,-1.6755,-0.000015,-0.000024,-0.000080,0.000085,13.3812,0.5062,0,,,,
6.289,162.1030,-102.1181,-0.2491,-0.5324,-0.000013,-0.000025,-0.000079,0.000084,13.3594,0.5132,0,,,,
6.340,162.0317,-102.1912,-2.1023,-1.9520,-0.000012,-0.000026,-0.000078,0.000083,13.3382,0.5201,0,,,,
6.389,161.9703,-102.2514,-0.6950,-0.5623,-0.000011,-0.000026,-0.000077,0.000082,13.3167,0.5271,0,,,,
6.439,161.9605,-102.2621,0.3146,-0.0388,-0.000010,-0.000027,-0.000076,0.000081,13.2974,0.5334,0,,,,
6.489,161.9750,-102.2484,1.6344,1.7792,-0.000009,-0.000028,-0.000075,0.000080,13.2758,0.5404,0,,,,
6.539,162.0536,-102.1689,1.9217,2.1283,-0.000008,-0.000028,-0.000074,0.000079,13.2545,0.5473,0,,,,
6.589,162.1329,-102.0909,0.4253,0.7515,-0.000007,-0.000029,-0.000072,0.000078,13.2336,0.5541,0,,,,
6.639,162.2051,-102.0175,1.5423,1.4475,-0.000007,-0.000029,-0.000071,0.000077,13.2126,0.5608,0,,,,
6.690,162.2845,-101.9381,2.0988,1.8716,-0.000006,-0.000030,-0.000070,0.000076,13.1911,0.5677,0,,,,
6.739,162.3398,-101.8847,0.8603,1.0230,-0.000006,-0.000030,-0.000069,0.000075,13.1678,0.5752,0,,,,
6.790,162.4184,-101.8031,1.8311,1.6799,-0.000005,-0.000031,-0.000067,0.000074,13.1457,0.5822,0,,,,
6.839,162.4759,-101.7449,1.9990,1.7665,-0.000005,-0.000031,-0.000066,0.000073,13.1236,0.5892,0,,,,
6.890,162.6116,-101.6114,2.5305,2.7702,-0.000004,-0.000031,-0.000065,0.000072,13.1016,0.5961,0,,,,
6.939,162.7965,-101.4265,3.4755,3.0703,-0.000004,-0.000031,-0.000063,0.000071,13.0801,0.6028,0,,,,
6.989,162.8493,-101.3751,0.8094,0.2556,-0.000004,-0.000031,-0.000062,0.000070,13.0582,0.6096,0,,,,
7.039,162.8338,-101.3891,-0.4573,-0.3478,-0.000004,-0.000031,-0.000061,0.000068,13.0368,0.6162,0,,,,
7.090,162.8594,-101.3638,0.1596,-0.0068,-0.000004,-0.000031,-0.000060,0.000067,13.0153,0.6228,0,,,,
7.139,162.8776,-101.3433,1.0674,1.3683,-0.000004,-0.000030,-0.000059,0.000066,12.9941,0.6293,0,,,,
7.189,162.9232,-101.2993,0.4188,0.0347,-0.000004,-0.000030,-0.000058,0.000065,12.9725,0.6360,0,,,,
7.239,162.9089,-101.3147,0.5030,0.2793,-0.000004,-0.000029,-0.000057,0.000064,12.9513,0.6425,0,,,,
7.290,162.9152,-101.3080,0.6564,0.0707,-0.000004,-0.000029,-0.000056,0.000063,12.9304,0.6489,0,,,,
7.339,162.9696,-101.2526,0.4330,0.3483,-0.000004,-0.000028,-0.000055,0.000062,12.9076,0.6559,0,,,,
7.389,163.0069,-101.2167,0.6706,0.1158,-0.000005,-0.000028,-0.000054,0.000061,12.8878,0.6620,0,,,,
7.439,163.0225,-101.2001,0.3513,0.1691,-0.000005,-0.000027,-0.000053,0.000060,12.8662,0.6686,0,,,,
7.489,163.0477,-101.1751,1.4707,1.3413,-0.000005,-0.000027,-0.000053,0.000059,12.8450,0.6751,0,,,,
7.539,163.0907,-101.1409,1.0281,1.5107,-0.000005,-0.000026,-0.000052,0.000058,12.8248,0.6812,0,,,,
7.589,163.1059,-101.1204,-0.3401,-0.6491,-0.000006,-0.000025,-0.000051,0.000057,12.8033,0.6877,0,,,,
7.639,163.0869,-101.1356,-0.6252,-0.2488,-0.000006,-0.000024,-0.000051,0.000057,12.7805,0.6946,0,,,,
7.689,163.0918,-101.1297,1.4104,1.4298,-0.000007,-0.000024,-0.000050,0.000056,12.7587,0.7013,0,,,,
7.739,163.1282,-101.0950,1.6228,1.6571,-0.000007,-0.000023,-0.000050,0.000055,12.7369,0.7079,0,,,,
7.789,163.2090,-101.0147,1.1855,1.3141,-0.000008,-0.000022,-0.000049,0.000055,12.7155,0.7144,0,,,,
7.839,163.2517,-100.9704,0.5940,0.7216,-0.000008,-0.000021,-0.000049,0.000054,12.6940,0.7209,0,,,,
7.889,163.2718,-100.9503,0.4309,0.0830,-0.000008,-0.000020,-0.000048,0.000053,12.6742,0.7268,0,,,,
7.940,163.2726,-100.9497,0.1694,-0.3924,-0.000009,-0.000020,-0.000048,0.000053,12.6519,0.7335,0,,,,
7.990,163.2532,-100.9699,0.1073,0.1570,-0.000009,-0.000019,-0.000048,0.000053,12.6304,0.7400,0,,,,
8.039,163.2809,-100.9396,0.6946,0.7186,-0.000010,-0.000018,-0.000048,0.000052,12.6107,0.7459,0,,,,
8.089,163.3307,-100.8921,1.2247,0.7395,-0.000010,-0.000017,-0.000048,0.000052,12.5883,0.7526,0,,,,
8.139,163.3388,-100.8834,0.0447,0.1206,-0.000011,-0.000017,-0.000048,0.000052,12.5670,0.7590,0,,,,
8.189,163.3459,-100.8760,0.5058,1.0036,-0.000012,-0.000016,-0.000048,0.000052,12.5454,0.7655,0,,,,
8.239,163.4047,-100.8171,1.9008,1.7301,-0.000012,-0.000015,-0.000048,0.000051,12.5236,0.7720,0,,,,
8.290,163.4529,-100.7698,0.4327,-0.0725,-0.000013,-0.000014,-0.000048,0.000051,12.5019,0.7784,0,,,,
8.339,163.4527,-100.7702,0.2094,-0.1239,-0.000013,-0.000013,-0.000048,0.000051,12.4799,0.7850,0,,,,
8.389,163.4385,-100.7812,-0.3734,-0.6196,-0.000014,-0.000012,-0.000048,0.000051,12.4603,0.7908,0,,,,
8.439,163.4646,-100.7573,1.5369,2.0873,-0.000014,-0.000011,-0.000048,0.000051,12.4347,0.7984,0,,,,
8.489,163.5513,-100.6721,1.0567,0.9825,-0.000015,-0.000010,-0.000048,0.000051,12.4131,0.8048,0,,,,
8.539,163.5884,-100.6349,0.4723,0.0531,-0.000016,-0.000010,-0.000048,0.000051,12.3913,0.8112,0,,,,
8.589,163.5682,-100.6545,-0.6352,-0.4528,-0.000016,-0.000009,-0.000047,0.000051,12.3696,0.8176,0,,,,
8.639,163.5690,-100.6540,-0.0830,0.1634,-0.000016,-0.000008,-0.000048,0.000051,12.3480,0.8240,0,,,,
8.689,163.5813,-100.6407,0.6888,0.6620,-0.000017,-0.000007,-0.000048,0.000051,12.3265,0.8303,0,,,,
8.739,163.5891,-100.6330,0.2065,0.2597,-0.000017,-0.000006,-0.000047,0.000051,12.3053,0.8366,0,,,,
8.790,163.6145,-100.6047,0.8474,0.6264,-0.000017,-0.000005,-0.000047,0.000051,12.2854,0.8424,0,,,,
8.839,163.6341,-100.5862,1.5644,1.7622,-0.000017,-0.000005,-0.000047,0.000051,12.2641,0.8487,0,,,,
8.889,163.6512,-100.5717,-0.4173,-0.2649,-0.000017,-0.000004,-0.000047,0.000050,12.2428,0.8550,0,,,,
8.939,163.6759,-100.5488,0.0346,-0.0284,-0.000018,-0.000003,-0.000047,0.000050,12.2226,0.8609,0,,,,
8.989,163.6629,-100.5585,-0.0218,0.4661,-0.000018,-0.000002,-0.000047,0.000050,12.2003,0.8674,0,,,,
9.039,163.6905,-100.5310,0.8331,1.0410,-0.000018,-0.000002,-0.000047,0.000050,12.1792,0.8736,0,,,,
9.089,163.7337,-100.4837,0.9674,1.0092,-0.000018,-0.000001,-0.000046,0.000050,12.1588,0.8795,0,,,,
9.139,163.7342,-100.4875,0.0539,0.5045,-0.000018,-0.000000,-0.000046,0.000050,12.1379,0.8856,0,,,,
9.190,163.7590,-100.4648,-1.0648,-1.5094,-0.000018,0.000001,-0.000046,0.000049,12.1145,0.8925,0,,,,
9.239,163.7357,-100.4871,0.5533,0.4854,-0.000019,0.000001,-0.000045,0.000049,12.0943,0.8984,0,,,,
9.289,163.7207,-100.5012,-0.1943,0.0594,-0.000019,0.000002,-0.000045,0.000049,12.0710,0.9052,0,,,,
9.339,163.7486,-100.4740,0.2509,-0.1134,-0.000019,0.000003,-0.000045,0.000049,12.0491,0.9115,0,,,,
9.389,163.7711,-100.4514,0.8674,0.6573,-0.000019,0.000003,-0.000044,0.000048,12.0270,0.9180,0,,,,
9.440,163.7917,-100.4309,0.1445,0.1220,-0.000019,0.000004,-0.000044,0.000048,12.0057,0.9242,0,,,,
9.489,163.8128,-100.4093,0.0283,-0.3074,-0.000019,0.000004,-0.000044,0.000048,11.9841,0.9305,0,,,,
9.540,163.7747,-100.4440,0.0101,0.1792,-0.000020,0.000005,-0.000043,0.000047,11.9640,0.9363,0,,,,
9.589,163.7692,-100.4539,-0.7795,-0.7309,-0.000020,0.000005,-0.000043,0.000047,11.9415,0.9428,0,,,,
9.639,163.8030,-100.4208,0.7319,0.6380,-0.000020,0.000006,-0.000042,0.000047,11.9201,0.9491,0,,,,
9.689,163.7934,-100.4297,-0.3691,0.1323,-0.000021,0.000006,-0.000042,0.000047,11.9003,0.9548,0,,,,
9.739,163.7996,-100.4216,-0.0015,0.1168,-0.000021,0.000007,-0.000041,0.000046,11.8778,0.9614,0,,,,
9.789,163.8611,-100.3619,1.9550,1.5010,-0.000022,0.000007,-0.000041,0.000046,11.8563,0.9676,0,,,,
9.840,163.9060,-100.3167,0.9433,0.7007,-0.000022,0.000007,-0.000040,0.000046,11.8346,0.9739,0,,,,
9.889,163.9302,-100.2939,-0.6394,-0.9042,-0.000023,0.000008,-0.000039,0.000046,11.8126,0.9802,0,,,,
9.939,163.8658,-100.3550,-0.3094,-0.1886,-0.000023,0.000008,-0.000039,0.000046,11.7907,0.9865,0,,,,
9.989,163.8623,-100.3581,-0.1028,0.1229,-0.000024,0.000008,-0.000038,0.000046,11.7702,0.9925,0,,,,
10.039,163.9124,-100.3108,0.5507,0.5633,-0.000025,0.000009,-0.000038,0.000046,11.7473,0.9991,0,,,,
