t_s,fused_yaw_deg,ahrs_yaw_deg,raw_vyaw_deg_s,ahrs_vyaw_deg_s,mag_x,mag_y,mag_z,mag_magnitude,x_m,y_m,is_checkpoint,checkpoint_idx,gt_x,gt_y,gt_error_m
2.163,-0.9063,94.6367,-2.2819,-1.9649,0.000025,-0.000008,-0.000018,0.000032,0.3142,-0.0013,0,,,,
2.166,-1.0259,94.6178,-1.8666,-1.9408,0.000025,-0.000008,-0.000018,0.000032,0.3249,-0.0014,0,,,,
2.170,-1.0946,94.5931,-2.3851,-2.8395,0.000025,-0.000008,-0.000018,0.000032,0.3369,-0.0016,0,,,,
2.172,-1.1845,94.5619,-3.0598,-3.2413,0.000025,-0.000008,-0.000018,0.000032,0.3502,-0.0019,0,,,,
2.175,-1.3176,94.5302,-3.1213,-3.3675,0.000025,-0.000008,-0.000018,0.000032,0.3648,-0.0022,0,,,,
2.194,-1.3896,94.3886,-1.6174,-1.4908,0.000024,-0.000009,-0.000018,0.000031,0.3804,-0.0026,0,,,,
2.244,-1.5089,94.2738,-3.1150,-2.8089,0.000023,-0.000009,-0.000019,0.000031,0.3968,-0.0030,0,,,,
2.295,-1.6094,94.1696,-1.4658,-1.5791,0.000023,-0.000009,-0.000019,0.000031,0.4137,-0.0034,0,,,,
2.344,-1.6942,94.0840,-1.2487,-1.5110,0.000023,-0.000010,-0.000019,0.000031,0.4314,-0.0039,0,,,,
2.394,-1.7949,93.9848,-2.5821,-2.2303,0.000022,-0.000010,-0.000019,0.000031,0.4496,-0.0045,0,,,,
2.445,-1.9300,93.8493,-3.2845,-3.5555,0.000022,-0.000011,-0.000019,0.000031,0.4687,-0.0051,0,,,,
2.495,-2.0654,93.7171,-2.6508,-2.4731,0.000022,-0.000011,-0.000019,0.000031,0.4882,-0.0058,0,,,,
2.544,-2.2063,93.5757,-2.2936,-2.2824,0.000021,-0.000011,-0.000019,0.000031,0.5083,-0.0065,0,,,,
2.595,-2.3160,93.4632,-2.3416,-2.2991,0.000021,-0.000012,-0.000020,0.000031,0.5282,-0.0073,0,,,,
2.645,-2.4547,93.3271,-2.1312,-2.0183,0.000021,-0.000012,-0.000020,0.000031,0.5488,-0.0081,0,,,,
2.694,-2.5408,93.2381,-1.4012,-2.0719,0.000021,-0.000013,-0.000020,0.000032,0.5696,-0.0090,0,,,,
2.745,-2.5924,93.1869,-0.8366,-0.9806,0.000020,-0.000013,-0.000020,0.000031,0.5908,-0.0100,0,,,,
2.794,-2.6846,93.0956,-3.1615,-3.3653,0.000020,-0.000014,-0.000021,0.000032,0.6126,-0.0110,0,,,,
2.844,-2.7813,92.9982,-1.2364,-1.3715,0.000019,-0.000014,-0.000021,0.000032,0.6348,-0.0120,0,,,,
2.894,-2.8818,92.8995,-0.7708,-0.2318,0.000019,-0.000015,-0.000021,0.000032,0.6563,-0.0131,0,,,,
2.944,-2.8461,92.9291,0.8466,0.9346,0.000018,-0.000015,-0.000021,0.000032,0.6770,-0.0141,0,,,,
2.994,-2.7356,93.0416,2.5236,2.2951,0.000018,-0.000015,-0.000021,0.000032,0.6976,-0.0151,0,,,,
3.044,-2.6658,93.1088,-0.2872,-0.9344,0.000018,-0.000016,-0.000021,0.000032,0.7184,-0.0161,0,,,,
3.094,-2.6878,93.0924,-0.3702,0.1227,0.000017,-0.000016,-0.000021,0.000032,0.7374,-0.0170,0,,,,
3.146,-2.6631,93.1147,2.3790,2.8857,0.000017,-0.000017,-0.000022,0.000032,0.7562,-0.0179,0,,,,
3.195,-2.4549,93.3178,4.5995,4.8240,0.000016,-0.000016,-0.000022,0.000032,0.7740,-0.0187,0,,,,
3.245,-2.2250,93.5486,3.5790,3.7364,0.000016,-0.000017,-0.000022,0.000032,0.7916,-0.0194,0,,,,
3.294,-2.0647,93.7080,3.0887,2.9429,0.000016,-0.000017,-0.000022,0.000032,0.8090,-0.0200,0,,,,
3.345,-1.9452,93.8300,2.0846,2.3400,0.000016,-0.000017,-0.000022,0.000032,0.8260,-0.0206,0,,,,
3.394,-1.8949,93.8808,0.1113,0.3034,0.000016,-0.000017,-0.000022,0.000032,0.8438,-0.0212,0,,,,
3.445,-1.8612,93.9165,1.7875,2.0107,0.000015,-0.000017,-0.000022,0.000032,0.8617,-0.0218,0,,,,
3.494,-1.7391,94.0376,2.1035,2.3470,0.000015,-0.000018,-0.000022,0.000032,0.8801,-0.0224,0,,,,
3.544,-1.5728,94.2012,3.2974,3.2099,0.000015,-0.000018,-0.000022,0.000032,0.8988,-0.0229,0,,,,
3.594,-1.3879,94.3866,3.8185,3.9926,0.000015,-0.000018,-0.000022,0.000032,0.9185,-0.0235,0,,,,
3.645,-1.1956,94.5782,3.1746,3.4803,0.000014,-0.000018,-0.000022,0.000032,0.9392,-0.0240,0,,,,
3.694,-1.0303,94.7436,3.2396,2.7426,0.000014,-0.000018,-0.000022,0.000032,0.9610,-0.0244,0,,,,
3.744,-0.9167,94.8602,1.4095,1.4721,0.000014,-0.000018,-0.000022,0.000032,0.9835,-0.0248,0,,,,
3.796,-0.8467,94.9286,0.5740,0.4214,0.000013,-0.000019,-0.000022,0.000032,1.0066,-0.0251,0,,,,
3.844,-0.7970,94.9778,0.6217,0.8502,0.000012,-0.000019,-0.000022,0.000032,1.0303,-0.0255,0,,,,
3.894,-0.7536,95.0245,1.6322,1.8010,0.000012,-0.000019,-0.000022,0.000032,1.0543,-0.0258,0,,,,
3.944,-0.6497,95.1048,2.4711,2.0314,0.000012,-0.000019,-0.000022,0.000032,1.0788,-0.0261,0,,,,
3.994,-0.4223,95.3473,1.8813,2.2799,0.000011,-0.000019,-0.000023,0.000032,1.1032,-0.0264,0,,,,
4.044,-0.3353,95.4403,2.1231,2.0604,0.000010,-0.000019,-0.000023,0.000031,1.1271,-0.0265,0,,,,
4.094,-0.2933,95.4831,0.2153,0.5239,0.000010,-0.000019,-0.000023,0.000031,1.1511,-0.0267,0,,,,
4.145,-0.2718,95.5048,-0.3544,-0.5357,0.000009,-0.000019,-0.000023,0.000031,1.1742,-0.0268,0,,,,
4.194,-0.2522,95.5253,1.3112,1.4886,0.000009,-0.000020,-0.000023,0.000032,1.1978,-0.0269,0,,,,
4.245,-0.1672,95.6112,1.9506,1.6694,0.000008,-0.000020,-0.000023,0.000031,1.2206,-0.0270,0,,,,
4.294,-0.0736,95.7021,1.5116,1.3391,0.000008,-0.000020,-0.000023,0.000032,1.2432,-0.0270,0,,,,
4.344,0.0023,95.7790,1.7183,1.5425,0.000007,-0.000020,-0.000024,0.000032,1.2657,-0.0270,0,,,,
4.395,0.0492,95.8264,0.8240,0.4502,0.000006,-0.000020,-0.000024,0.000032,1.2884,-0.0270,0,,,,
4.444,0.0972,95.8748,1.1639,1.0632,0.000006,-0.000020,-0.000024,0.000032,1.3113,-0.0270,0,,,,
4.494,0.1742,95.9533,1.7733,1.6628,0.000005,-0.000020,-0.000024,0.000032,1.3343,-0.0269,0,,,,
4.545,0.2185,95.9950,0.7158,0.6709,0.000005,-0.000020,-0.000025,0.000032,1.3566,-0.0268,0,,,,
4.594,0.2919,96.0666,0.8606,0.7942,0.000004,-0.000020,-0.000025,0.000032,1.3789,-0.0267,0,,,,
4.644,0.3529,96.1287,0.6289,1.0847,0.000003,-0.000020,-0.000025,0.000032,1.4006,-0.0266,0,,,,
4.695,0.3640,96.1417,0.1612,0.1457,0.000003,-0.000020,-0.000026,0.000033,1.4226,-0.0265,0,,,,
4.745,0.4275,96.2038,0.2845,0.2568,0.000002,-0.000020,-0.000026,0.000033,1.4442,-0.0263,0,,,,
4.794,0.4596,96.2335,0.1555,0.2127,0.000002,-0.000020,-0.000026,0.000033,1.4656,-0.0262,0,,,,
4.845,0.5098,96.2864,1.0631,1.1124,0.000001,-0.000019,-0.000027,0.000033,1.4872,-0.0260,0,,,,
4.894,0.5751,96.3491,2.3179,2.6518,0.000000,-0.000020,-0.000027,0.000034,1.5089,-0.0258,0,,,,
4.944,0.6347,96.4096,0.5817,0.3118,0.000000,-0.000020,-0.000028,0.000034,1.5307,-0.0256,0,,,,
4.994,0.6526,96.4304,-0.5104,-0.8736,-0.000000,-0.000019,-0.000028,0.000034,1.5526,-0.0253,0,,,,
5.045,0.6051,96.3869,0.1730,-0.5212,-0.000001,-0.000019,-0.000029,0.000034,1.5743,-0.0251,0,,,,
5.094,0.6306,96.4087,0.7202,0.6741,-0.000002,-0.000019,-0.000029,0.000035,1.5968,-0.0248,0,,,,
5.145,0.6920,96.4681,1.6192,1.5881,-0.000002,-0.000019,-0.000030,0.000035,1.6194,-0.0246,0,,,,
5.194,0.7690,96.5432,1.4997,1.1536,-0.000002,-0.000019,-0.000030,0.000036,1.6427,-0.0243,0,,,,
5.244,0.8627,96.6375,0.2988,0.0452,-0.000003,-0.000019,-0.000031,0.000036,1.6662,-0.0239,0,,,,
5.294,0.8169,96.5955,-0.6471,-1.1123,-0.000003,-0.000019,-0.000031,0.000037,1.6892,-0.0236,0,,,,
5.344,0.6632,96.4420,-3.4483,-4.0878,-0.000004,-0.000019,-0.000032,0.000037,1.7129,-0.0233,0,,,,
5.394,0.5273,96.3069,-2.5182,-2.4715,-0.000004,-0.000018,-0.000032,0.000037,1.7363,-0.0230,0,,,,
5.445,0.4220,96.2017,-1.2296,-1.1393,-0.000004,-0.000019,-0.000033,0.000038,1.7601,-0.0228,0,,,,
5.494,0.4110,96.1907,0.4506,-0.1784,-0.000004,-0.000018,-0.000034,0.000039,1.7837,-0.0227,0,,,,
5.544,0.4555,96.2327,0.9435,0.9196,-0.000004,-0.000018,-0.000034,0.000039,1.8070,-0.0225,0,,,,
5.595,0.4645,96.2415,-0.2800,-0.0828,-0.000004,-0.000018,-0.000035,0.000040,1.8298,-0.0223,0,,,,
5.644,0.3675,96.1403,-3.0804,-3.7725,-0.000004,-0.000018,-0.000036,0.000040,1.8523,-0.0221,0,,,,
5.694,0.2386,96.0228,-1.9593,-1.6972,-0.000004,-0.000018,-0.000036,0.000040,1.8745,-0.0220,0,,,,
5.745,0.2426,96.0234,1.9912,1.9203,-0.000004,-0.000018,-0.000037,0.000041,1.8964,-0.0219,0,,,,
5.794,0.3224,96.0988,1.4037,1.7810,-0.000004,-0.000018,-0.000037,0.000042,1.9182,-0.0218,0,,,,
5.844,0.3824,96.1569,0.2824,0.0442,-0.000003,-0.000018,-0.000038,0.000042,1.9403,-0.0217,0,,,,
5.894,0.3659,96.1443,-0.9999,-0.3048,-0.000003,-0.000018,-0.000038,0.000042,1.9623,-0.0216,0,,,,
5.944,0.3432,96.1213,-0.9627,-0.6378,-0.000003,-0.000018,-0.000039,0.000043,1.9845,-0.0214,0,,,,
5.994,0.3086,96.0879,-0.5299,-0.6760,-0.000003,-0.000018,-0.000039,0.000043,2.0077,-0.0213,0,,,,
6.044,0.3057,96.0840,0.6029,1.0768,-0.000003,-0.000018,-0.000040,0.000044,2.0306,-0.0212,0,,,,
6.094,0.3809,96.1561,0.3965,0.4494,-0.000002,-0.000018,-0.000040,0.000044,2.0532,-0.0210,0,,,,
6.144,0.3804,96.1566,0.2847,-0.2926,-0.000002,-0.000018,-0.000040,0.000044,2.0759,-0.0209,0,,,,
6.194,0.3793,96.1536,-0.9399,-1.5263,-0.000002,-0.000018,-0.000041,0.000045,2.0984,-0.0207,0,,,,
6.244,0.3429,96.1230,-1.3497,-1.5795,-0.000002,-0.000018,-0.000041,0.000045,2.1210,-0.0206,0,,,,
6.294,0.2994,96.0774,-0.0180,-0.5502,-0.000002,-0.000018,-0.000041,0.000045,2.1437,-0.0205,0,,,,
6.344,0.3089,96.0856,-0.0365,-0.1327,-0.000002,-0.000018,-0.000041,0.000045,2.1657,-0.0203,0,,,,
6.394,0.3487,96.1254,0.7868,0.9786,-0.000001,-0.000017,-0.000041,0.000045,2.1877,-0.0202,0,,,,
6.444,0.3698,96.1469,0.8665,1.3025,-0.000001,-0.000017,-0.000042,0.000045,2.2098,-0.0201,0,,,,
6.494,0.3896,96.1668,-0.8660,-1.3133,-0.000001,-0.000017,-0.000042,0.000045,2.2317,-0.0199,0,,,,
6.544,0.3313,96.1092,-1.3395,-1.3498,-0.000001,-0.000017,-0.000042,0.000045,2.2538,-0.0198,0,,,,
6.594,0.2876,96.0652,-0.8677,-0.5888,-0.000001,-0.000017,-0.000042,0.000045,2.2756,-0.0197,0,,,,
6.644,0.2948,96.0734,0.9296,1.1023,-0.000001,-0.000017,-0.000042,0.000045,2.2979,-0.0196,0,,,,
6.694,0.3493,96.1251,0.8773,1.1322,-0.000000,-0.000016,-0.000042,0.000045,2.3207,-0.0194,0,,,,
6.744,0.4244,96.2007,1.2303,1.0354,-0.000001,-0.000016,-0.000042,0.000045,2.3431,-0.0193,0,,,,
6.794,0.4624,96.2389,0.3638,0.1096,-0.000000,-0.000016,-0.000042,0.000045,2.3661,-0.0191,0,,,,
6.844,0.4152,96.1935,-0.5955,-0.3390,-0.000000,-0.000016,-0.000042,0.000045,2.3892,-0.0189,0,,,,
6.894,0.3519,96.1312,-1.3876,-1.4004,-0.000000,-0.000016,-0.000042,0.000045,2.4123,-0.0188,0,,,,
6.944,0.3080,96.0864,-0.7715,-1.0037,-0.000000,-0.000016,-0.000042,0.000045,2.4356,-0.0186,0,,,,
6.994,0.2847,96.0644,-0.8257,-0.6825,0.000000,-0.000015,-0.000042,0.000045,2.4588,-0.0185,0,,,,
7.045,0.2636,96.0414,0.0798,-0.1210,0.000000,-0.000015,-0.000043,0.000045,2.4818,-0.0184,0,,,,
7.095,0.2617,96.0377,-0.3739,-0.2803,0.000000,-0.000015,-0.000043,0.000045,2.5047,-0.0183,0,,,,
7.144,0.2182,95.9963,-1.0602,-1.3281,0.000000,-0.000015,-0.000043,0.000045,2.5275,-0.0182,0,,,,
7.194,0.1400,95.9195,-1.7875,-1.6468,0.000001,-0.000015,-0.000043,0.000045,2.5499,-0.0181,0,,,,
7.244,0.0530,95.8343,-1.4532,-1.8211,0.000000,-0.000015,-0.000043,0.000046,2.5720,-0.0181,0,,,,
7.294,-0.0014,95.7763,-1.4669,-1.5523,0.000001,-0.000015,-0.000043,0.000046,2.5941,-0.0181,0,,,,
7.344,-0.0308,95.7472,-0.5963,-0.5413,0.000001,-0.000015,-0.000043,0.000046,2.6159,-0.0181,0,,,,
7.394,-0.0609,95.7177,-1.1509,-0.5900,0.000001,-0.000014,-0.000043,0.000046,2.6381,-0.0181,0,,,,
7.444,-0.1096,95.6686,-1.8716,-1.3329,0.000000,-0.000014,-0.000044,0.000046,2.6601,-0.0181,0,,,,
7.494,-0.1758,95.6048,-0.5896,-0.8026,0.000000,-0.000014,-0.000044,0.000046,2.6825,-0.0182,0,,,,
7.544,-0.2069,95.5715,-0.1785,-0.8852,0.000001,-0.000014,-0.000044,0.000046,2.7056,-0.0183,0,,,,
7.594,-0.1906,95.5875,0.5604,0.7593,0.000000,-0.000014,-0.000044,0.000047,2.7287,-0.0183,0,,,,
7.644,-0.1815,95.5954,0.3215,-0.1670,0.000000,-0.000014,-0.000045,0.000047,2.7514,-0.0184,0,,,,
7.694,-0.2010,95.5767,-1.0670,-1.2264,-0.000000,-0.000014,-0.000045,0.000047,2.7739,-0.0185,0,,,,
7.744,-0.1957,95.5835,-0.6958,-0.4768,-0.000000,-0.000014,-0.000045,0.000047,2.7963,-0.0186,0,,,,
7.794,-0.2631,95.5151,-1.5185,-1.4879,-0.000001,-0.000014,-0.000045,0.000047,2.8189,-0.0187,0,,,,
7.845,-0.3489,95.4306,-1.1282,-1.6559,-0.000001,-0.000014,-0.000046,0.000048,2.8414,-0.0188,0,,,,
7.894,-0.3768,95.4029,0.5622,0.6826,-0.000001,-0.000013,-0.000046,0.000048,2.8633,-0.0189,0,,,,
7.944,-0.3746,95.4040,0.4200,0.2410,-0.000001,-0.000013,-0.000046,0.000048,2.8854,-0.0191,0,,,,
7.995,-0.3586,95.4199,-0.1030,-0.0656,-0.000002,-0.000013,-0.000047,0.000049,2.9076,-0.0192,0,,,,
8.044,-0.3735,95.4032,-0.5940,-0.8079,-0.000002,-0.000013,-0.000047,0.000049,2.9298,-0.0193,0,,,,
8.094,-0.4319,95.3471,-1.5732,-1.5721,-0.000002,-0.000013,-0.000047,0.000049,2.9522,-0.0195,0,,,,
8.144,-0.4855,95.2939,-0.7139,-0.5355,-0.000002,-0.000013,-0.000048,0.000050,2.9742,-0.0197,0,,,,
8.195,-0.5171,95.2617,-0.5747,-0.3749,-0.000002,-0.000013,-0.000048,0.000050,2.9964,-0.0199,0,,,,
8.244,-0.4861,95.2924,0.4968,0.2932,-0.000003,-0.000013,-0.000048,0.000050,3.0192,-0.0201,0,,,,
8.294,-0.4473,95.3295,0.8560,1.1529,-0.000003,-0.000014,-0.000049,0.000051,3.0420,-0.0202,0,,,,
8.344,-0.4288,95.3492,-0.0685,0.0856,-0.000003,-0.000013,-0.000050,0.000052,3.0651,-0.0204,0,,,,
8.394,-0.4672,95.3116,-1.0694,-1.5387,-0.000003,-0.000014,-0.000050,0.000052,3.0884,-0.0206,0,,,,
8.444,-0.5685,95.2325,-2.2951,-2.1266,-0.000003,-0.000013,-0.000051,0.000052,3.1112,-0.0208,0,,,,
8.494,-0.6564,95.1242,-1.6832,-2.1528,-0.000003,-0.000014,-0.000051,0.000053,3.1343,-0.0210,0,,,,
8.545,-0.7167,95.0620,-0.5468,-0.6832,-0.000003,-0.000014,-0.000052,0.000054,3.1570,-0.0213,0,,,,
8.594,-0.7068,95.0704,0.6099,0.3715,-0.000003,-0.000014,-0.000052,0.000054,3.1797,-0.0216,0,,,,
8.644,-0.6707,95.1059,0.4340,0.1078,-0.000003,-0.000014,-0.000053,0.000055,3.2022,-0.0219,0,,,,
8.694,-0.6752,95.1032,0.1012,-0.0991,-0.000003,-0.000014,-0.000054,0.000055,3.2245,-0.0221,0,,,,
8.745,-0.7170,95.0615,-1.5275,-1.3848,-0.000003,-0.000014,-0.000054,0.000056,3.2467,-0.0224,0,,,,
8.794,-0.7811,94.9964,-1.9597,-2.0522,-0.000002,-0.000014,-0.000055,0.000057,3.2687,-0.0227,0,,,,
8.845,-0.8470,94.9320,-0.7337,0.1738,-0.000003,-0.000014,-0.000055,0.000057,3.2905,-0.0230,0,,,,
8.894,-0.8012,94.9760,1.0985,1.6835,-0.000002,-0.000015,-0.000056,0.000058,3.3124,-0.0233,0,,,,
8.944,-0.6926,95.0821,1.4888,1.5422,-0.000003,-0.000015,-0.000057,0.000059,3.3343,-0.0236,0,,,,
8.994,-0.6174,95.1587,0.8316,0.5345,-0.000002,-0.000015,-0.000058,0.000060,3.3565,-0.0238,0,,,,
9.044,-0.5957,95.1811,-0.1397,-0.3454,-0.000002,-0.000015,-0.000058,0.000060,3.3791,-0.0241,0,,,,
9.094,-0.5786,95.1989,0.1325,0.7302,-0.000002,-0.000015,-0.000059,0.000061,3.4021,-0.0243,0,,,,
9.144,-0.6195,95.1603,-0.2911,0.0390,-0.000002,-0.000015,-0.000060,0.000062,3.4255,-0.0246,0,,,,
9.194,-0.5866,95.1910,0.0312,-0.0980,-0.000002,-0.000015,-0.000061,0.000062,3.4487,-0.0248,0,,,,
9.244,-0.4927,95.2831,1.6842,1.9367,-0.000002,-0.000015,-0.000061,0.000063,3.4713,-0.0250,0,,,,
9.294,-0.4523,95.3148,1.0917,0.9522,-0.000001,-0.000016,-0.000062,0.000064,3.4941,-0.0252,0,,,,
9.346,-0.4429,95.3338,-1.7158,-1.5761,-0.000001,-0.000015,-0.000063,0.000064,3.5167,-0.0254,0,,,,
9.394,-0.5055,95.2740,-0.5699,-0.6202,-0.000001,-0.000016,-0.000063,0.000065,3.5390,-0.0256,0,,,,
9.444,-0.5286,95.2508,0.1677,0.2784,-0.000001,-0.000015,-0.000063,0.000065,3.5616,-0.0258,0,,,,
9.494,-0.4505,95.3257,0.7822,0.3949,-0.000000,-0.000015,-0.000064,0.000066,3.5840,-0.0260,0,,,,
9.544,-0.4298,95.3538,1.6698,1.3367,0.000000,-0.000015,-0.000064,0.000066,3.6060,-0.0261,0,,,,
9.594,-0.3868,95.3897,-0.4924,-0.1564,0.000000,-0.000015,-0.000065,0.000067,3.6280,-0.0263,0,,,,
9.644,-0.3669,95.4098,0.2781,0.2186,0.000001,-0.000015,-0.000065,0.000067,3.6501,-0.0264,0,,,,
9.694,-0.3990,95.3803,-0.1368,0.0604,0.000001,-0.000015,-0.000066,0.000067,3.6722,-0.0266,0,,,,
9.744,-0.4015,95.3772,-0.9957,-1.0069,0.000001,-0.000015,-0.000066,0.000068,3.6947,-0.0267,0,,,,
9.794,-0.3841,95.3941,1.2351,1.5940,0.000001,-0.000015,-0.000066,0.000068,3.7168,-0.0269,0,,,,
9.845,-0.3222,95.4539,2.0708,2.0517,0.000002,-0.000015,-0.000067,0.000068,3.7396,-0.0270,0,,,,
9.894,-0.2332,95.5409,0.3431,-0.2486,0.000002,-0.000015,-0.000067,0.000068,3.7625,-0.0271,0,,,,
9.945,-0.2346,95.5425,-0.5380,-0.3505,0.000003,-0.000015,-0.000067,0.000069,3.7852,-0.0272,0,,,,
9.993,-0.2838,95.5003,-0.7850,-1.0228,0.000003,-0.000015,-0.000067,0.000069,3.8080,-0.0273,0,,,,
10.044,-0.3037,95.4734,-1.1277,-1.4587,0.000004,-0.000015,-0.000068,0.000069,3.8310,-0.0275,0,,,,
10.094,-0.3208,95.4580,0.3223,0.4962,0.000004,-0.000015,-0.000068,0.000070,3.8537,-0.0276,0,,,,
10.144,-0.2733,95.5052,2.0220,1.9022,0.000005,-0.000015,-0.000068,0.000070,3.8767,-0.0277,0,,,,
10.195,-0.1485,95.6256,2.0291,1.6834,0.000005,-0.000015,-0.000068,0.000070,3.8995,-0.0278,0,,,,
10.245,-0.0600,95.7177,1.2960,1.2480,0.000006,-0.000015,-0.000068,0.000070,3.9216,-0.0278,0,,,,
10.294,-0.0319,95.7455,0.7884,0.5951,0.000006,-0.000015,-0.000069,0.000070,3.9442,-0.0278,0,,,,
10.344,0.0159,95.7915,0.7213,0.3192,0.000007,-0.000015,-0.000069,0.000071,3.9669,-0.0279,0,,,,
10.394,0.0428,95.8207,0.8344,1.0736,0.000007,-0.000015,-0.000069,0.000071,3.9893,-0.0278,0,,,,
10.444,0.0908,95.8673,0.8815,0.7324,0.000008,-0.000016,-0.000069,0.000071,4.0116,-0.0278,0,,,,
10.494,0.1784,95.9550,1.6865,1.8044,0.000008,-0.000015,-0.000069,0.000072,4.0338,-0.0278,0,,,,
10.546,0.2457,96.0207,1.0036,1.0534,0.000008,-0.000016,-0.000070,0.000072,4.0562,-0.0277,0,,,,
