t_s,fused_yaw_deg,ahrs_yaw_deg,raw_vyaw_deg_s,ahrs_vyaw_deg_s,mag_x,mag_y,mag_z,mag_magnitude,x_m,y_m,is_checkpoint,checkpoint_idx,gt_x,gt_y,gt_error_m
10.594,0.2778,96.0542,0.0666,0.1426,0.000009,-0.000016,-0.000070,0.000072,4.0787,-0.0276,0,,,,
10.644,0.2697,96.0476,0.2606,0.1426,0.000009,-0.000016,-0.000070,0.000072,4.1016,-0.0275,0,,,,
10.694,0.2691,96.0461,0.1056,0.5739,0.000010,-0.000016,-0.000070,0.000072,4.1248,-0.0274,0,,,,
10.744,0.3600,96.1367,1.0129,0.8226,0.000010,-0.000016,-0.000070,0.000073,4.1473,-0.0272,0,,,,
10.794,0.4216,96.1979,1.2192,1.0904,0.000010,-0.000016,-0.000070,0.000073,4.1693,-0.0271,0,,,,
10.844,0.4655,96.2413,0.9996,0.9310,0.000011,-0.000016,-0.000070,0.000073,4.1921,-0.0269,0,,,,
10.894,0.4588,96.2356,-0.2523,-0.5329,0.000011,-0.000016,-0.000071,0.000073,4.2148,-0.0267,0,,,,
10.944,0.4359,96.2139,-0.7667,-0.8728,0.000012,-0.000016,-0.000071,0.000073,4.2368,-0.0266,0,,,,
10.994,0.4530,96.2261,0.5898,0.6971,0.000012,-0.000016,-0.000071,0.000073,4.2589,-0.0264,0,,,,
11.046,0.4972,96.2739,1.4234,1.4232,0.000013,-0.000016,-0.000071,0.000073,4.2810,-0.0262,0,,,,
11.094,0.5485,96.3260,0.8150,1.4648,0.000013,-0.000016,-0.000070,0.000073,4.3031,-0.0260,0,,,,
11.145,0.6000,96.3777,0.5563,0.8069,0.000014,-0.000016,-0.000070,0.000074,4.3253,-0.0258,0,,,,
11.193,0.5754,96.3540,-1.3848,-1.2585,0.000014,-0.000016,-0.000070,0.000074,4.3470,-0.0256,0,,,,
11.244,0.5015,96.2817,-2.6940,-3.3461,0.000014,-0.000016,-0.000070,0.000074,4.3689,-0.0253,0,,,,
11.295,0.3790,96.1600,-1.8311,-1.6442,0.000015,-0.000016,-0.000070,0.000074,4.3913,-0.0252,0,,,,
11.346,0.2877,96.0675,-0.5586,-1.1810,0.000016,-0.000016,-0.000070,0.000074,4.4134,-0.0250,0,,,,
11.394,0.2772,96.0544,-0.2436,-0.2889,0.000017,-0.000016,-0.000070,0.000074,4.4363,-0.0249,0,,,,
11.444,0.2962,96.0719,-0.2094,-0.8341,0.000017,-0.000015,-0.000070,0.000074,4.4591,-0.0248,0,,,,
11.494,0.2587,96.0383,-0.8072,-0.9637,0.000018,-0.000016,-0.000069,0.000073,4.4822,-0.0247,0,,,,
11.544,0.1849,95.9654,-1.2588,-1.0764,0.000019,-0.000015,-0.000069,0.000073,4.5055,-0.0246,0,,,,
11.595,0.0880,95.8669,-3.0829,-2.8777,0.000020,-0.000015,-0.000069,0.000073,4.5289,-0.0245,0,,,,
11.645,-0.0648,95.7160,-2.5006,-2.7819,0.000020,-0.000015,-0.000069,0.000073,4.5514,-0.0245,0,,,,
11.694,-0.1536,95.6265,-0.8755,-0.1089,0.000021,-0.000015,-0.000068,0.000073,4.5738,-0.0246,0,,,,
11.744,-0.0664,95.7103,1.0350,1.4368,0.000022,-0.000015,-0.000068,0.000073,4.5960,-0.0246,0,,,,
11.795,-0.0364,95.7409,0.6602,0.4992,0.000023,-0.000015,-0.000067,0.000073,4.6177,-0.0246,0,,,,
11.845,-0.0464,95.7463,-1.3982,-1.6279,0.000023,-0.000015,-0.000067,0.000072,4.6374,-0.0247,0,,,,
11.894,-0.0907,95.6881,-0.4493,-0.4231,0.000024,-0.000014,-0.000067,0.000072,4.6600,-0.0247,0,,,,
11.944,-0.1401,95.6394,0.5677,0.2370,0.000025,-0.000014,-0.000066,0.000072,4.6810,-0.0247,0,,,,
11.994,-0.0642,95.7127,1.0124,0.7892,0.000025,-0.000014,-0.000066,0.000072,4.7021,-0.0248,0,,,,
12.045,-0.0202,95.7554,1.1875,1.6250,0.000026,-0.000014,-0.000065,0.000071,4.7231,-0.0248,0,,,,
12.094,0.0043,95.7795,-0.5153,-0.5504,0.000027,-0.000014,-0.000065,0.000071,4.7444,-0.0248,0,,,,
12.144,-0.0076,95.7704,-0.0855,-0.0533,0.000028,-0.000014,-0.000064,0.000071,4.7659,-0.0248,0,,,,
12.195,-0.0417,95.7380,0.0628,-0.0740,0.000028,-0.000014,-0.000063,0.000071,4.7880,-0.0248,0,,,,
12.244,-0.0039,95.7718,-1.7135,-1.5150,0.000029,-0.000014,-0.000062,0.000070,4.8106,-0.0248,0,,,,
12.294,0.0037,95.7807,1.0818,1.0406,0.000029,-0.000013,-0.000062,0.000070,4.8332,-0.0248,0,,,,
12.345,0.0073,95.7872,1.6631,1.3397,0.000030,-0.000013,-0.000060,0.000069,4.8559,-0.0248,0,,,,
12.394,0.0524,95.8283,-1.8436,-1.5074,0.000030,-0.000013,-0.000060,0.000068,4.8788,-0.0248,0,,,,
12.444,-0.0004,95.7783,0.0193,0.0170,0.000031,-0.000013,-0.000059,0.000068,4.9012,-0.0248,0,,,,
12.494,-0.0075,95.7726,-0.6924,-0.3944,0.000031,-0.000012,-0.000058,0.000067,4.9244,-0.0248,0,,,,
12.545,-0.0119,95.7652,-1.2278,-0.7908,0.000031,-0.000012,-0.000057,0.000066,4.9477,-0.0248,0,,,,
12.594,-0.0311,95.7461,0.4410,0.9842,0.000031,-0.000012,-0.000056,0.000065,4.9701,-0.0248,0,,,,
12.644,-0.0297,95.7496,-0.4592,-0.0796,0.000032,-0.000011,-0.000055,0.000064,4.9931,-0.0248,0,,,,
12.695,0.0041,95.7804,0.3394,-0.4361,0.000032,-0.000011,-0.000054,0.000063,5.0159,-0.0248,0,,,,
12.745,-0.0126,95.7659,0.2373,0.4679,0.000032,-0.000011,-0.000052,0.000062,5.0382,-0.0248,0,,,,
12.795,-0.0437,95.7339,-1.9149,-1.8565,0.000032,-0.000010,-0.000051,0.000061,5.0604,-0.0248,0,,,,
12.844,-0.0624,95.7167,-0.8124,-0.5402,0.000033,-0.000010,-0.000050,0.000060,5.0826,-0.0248,0,,,,
12.895,-0.1014,95.6778,0.1536,0.3473,0.000032,-0.000010,-0.000049,0.000059,5.1048,-0.0249,0,,,,
12.944,-0.0959,95.6809,-0.9611,-0.9005,0.000033,-0.000010,-0.000048,0.000059,5.1272,-0.0249,0,,,,
12.994,-0.0547,95.7219,-0.2758,0.2076,0.000032,-0.000009,-0.000046,0.000057,5.1495,-0.0249,0,,,,
13.044,-0.1754,95.6068,-2.2653,-1.9275,0.000033,-0.000009,-0.000046,0.000057,5.1722,-0.0250,0,,,,
13.094,-0.3237,95.4557,-4.4840,-4.8506,0.000033,-0.000009,-0.000044,0.000056,5.1947,-0.0251,0,,,,
13.144,-0.4580,95.3215,-1.8056,-1.4453,0.000033,-0.000008,-0.000043,0.000055,5.2177,-0.0252,0,,,,
13.194,-0.5620,95.2186,-1.4700,-1.1246,0.000032,-0.000008,-0.000042,0.000054,5.2408,-0.0254,0,,,,
13.245,-0.5356,95.2424,0.8478,0.5555,0.000032,-0.000008,-0.000041,0.000053,5.2636,-0.0256,0,,,,
13.294,-0.4320,95.3434,1.7219,2.6963,0.000032,-0.000008,-0.000040,0.000052,5.2867,-0.0258,0,,,,
13.344,-0.4354,95.3431,-1.1951,-1.1685,0.000032,-0.000007,-0.000039,0.000051,5.3093,-0.0260,0,,,,
13.395,-0.4849,95.2936,-1.9089,-1.9507,0.000031,-0.000007,-0.000038,0.000050,5.3320,-0.0262,0,,,,
13.444,-0.5277,95.2519,1.0135,1.2723,0.000031,-0.000007,-0.000037,0.000049,5.3542,-0.0264,0,,,,
13.494,-0.4857,95.2938,1.3851,1.7720,0.000031,-0.000007,-0.000036,0.000048,5.3767,-0.0266,0,,,,
13.544,-0.3048,95.4676,3.1616,2.5291,0.000031,-0.000007,-0.000035,0.000047,5.3991,-0.0267,0,,,,
13.594,-0.1918,95.5827,3.0592,3.0903,0.000030,-0.000007,-0.000035,0.000046,5.4210,-0.0268,0,,,,
13.644,-0.1546,95.6226,-0.7993,-0.7915,0.000030,-0.000007,-0.000034,0.000046,5.4433,-0.0269,0,,,,
13.694,-0.1808,95.5963,-0.7282,-1.3504,0.000030,-0.000007,-0.000033,0.000045,5.4668,-0.0270,0,,,,
13.744,-0.2533,95.5281,1.0050,0.4011,0.000029,-0.000007,-0.000032,0.000044,5.4893,-0.0271,0,,,,
13.794,-0.1658,95.5968,1.3955,1.2901,0.000029,-0.000007,-0.000032,0.000043,5.5122,-0.0271,0,,,,
13.844,-0.0149,95.7585,4.2560,3.7808,0.000028,-0.000007,-0.000031,0.000042,5.5352,-0.0272,0,,,,
13.894,0.0716,95.8497,2.6796,2.2338,0.000028,-0.000007,-0.000030,0.000041,5.5575,-0.0272,0,,,,
13.944,0.1485,95.9233,-0.0858,-0.2077,0.000027,-0.000007,-0.000030,0.000041,5.5799,-0.0271,0,,,,
13.995,0.1530,95.9304,0.2635,0.6370,0.000027,-0.000007,-0.000029,0.000040,5.6024,-0.0271,0,,,,
14.044,0.1132,95.8924,-0.2817,-0.3940,0.000026,-0.000007,-0.000028,0.000039,5.6246,-0.0270,0,,,,
14.094,0.1299,95.9071,0.0418,-0.1215,0.000026,-0.000007,-0.000028,0.000038,5.6470,-0.0270,0,,,,
14.145,0.1719,95.9486,2.2793,2.2075,0.000025,-0.000006,-0.000027,0.000037,5.6691,-0.0269,0,,,,
14.194,0.2173,95.9941,0.7060,0.2544,0.000025,-0.000006,-0.000026,0.000037,5.6910,-0.0268,0,,,,
14.244,0.2849,96.0605,1.2652,0.5319,0.000024,-0.000006,-0.000026,0.000036,5.7129,-0.0268,0,,,,
14.295,0.2813,96.0575,1.2664,1.0102,0.000024,-0.000006,-0.000025,0.000035,5.7348,-0.0266,0,,,,
14.344,0.3056,96.0821,-0.7661,-1.0607,0.000023,-0.000006,-0.000025,0.000034,5.7568,-0.0265,0,,,,
14.394,0.3255,96.1026,0.7237,0.6271,0.000023,-0.000006,-0.000024,0.000034,5.7789,-0.0264,0,,,,
14.445,0.3162,96.0950,0.7355,0.7204,0.000022,-0.000006,-0.000024,0.000033,5.8011,-0.0263,0,,,,
14.495,0.4067,96.1821,1.1542,1.2850,0.000022,-0.000006,-0.000023,0.000032,5.8237,-0.0262,0,,,,
14.544,0.5316,96.3071,3.6317,3.7699,0.000022,-0.000006,-0.000023,0.000032,5.8464,-0.0260,0,,,,
14.594,0.6040,96.3816,1.2237,1.2342,0.000021,-0.000006,-0.000022,0.000031,5.8698,-0.0257,0,,,,
14.645,0.6625,96.4312,-1.1041,-0.8223,0.000021,-0.000006,-0.000022,0.000031,5.8926,-0.0255,0,,,,
14.694,0.6490,96.4259,0.3034,0.5328,0.000021,-0.000006,-0.000021,0.000030,5.9155,-0.0252,0,,,,
14.744,0.6582,96.4363,0.0149,0.4019,0.000020,-0.000005,-0.000021,0.000030,5.9383,-0.0250,0,,,,
14.794,0.6915,96.4680,0.3285,0.5433,0.000020,-0.000005,-0.000021,0.000029,5.9612,-0.0247,0,,,,
14.844,0.7775,96.5512,2.3366,3.0086,0.000020,-0.000005,-0.000020,0.000029,5.9840,-0.0244,0,,,,
14.895,0.9259,96.7005,2.7833,2.9456,0.000020,-0.000005,-0.000020,0.000028,6.0067,-0.0241,0,,,,
14.944,1.0624,96.8325,1.7338,2.3008,0.000019,-0.000005,-0.000020,0.000028,6.0290,-0.0237,0,,,,
14.994,1.1029,96.8782,-0.5568,-0.7621,0.000019,-0.000006,-0.000019,0.000028,6.0511,-0.0233,0,,,,
15.045,1.0794,96.8569,-1.4357,-1.6825,0.000019,-0.000005,-0.000019,0.000027,6.0733,-0.0229,0,,,,
15.095,1.0577,96.8363,1.5189,1.5125,0.000019,-0.000006,-0.000019,0.000027,6.0953,-0.0225,0,,,,
15.145,1.1213,96.8979,2.0155,2.3380,0.000019,-0.000006,-0.000018,0.000027,6.1166,-0.0220,0,,,,
15.194,1.2855,97.0585,3.0643,2.2389,0.000018,-0.000006,-0.000018,0.000027,6.1390,-0.0216,0,,,,
15.244,1.3250,97.1024,1.0841,0.5126,0.000018,-0.000006,-0.000018,0.000026,6.1608,-0.0211,0,,,,
15.294,1.3721,97.1492,0.4232,0.1995,0.000018,-0.000006,-0.000018,0.000026,6.1836,-0.0206,0,,,,
15.345,1.3806,97.1580,0.6220,0.7186,0.000018,-0.000006,-0.000017,0.000026,6.2069,-0.0200,0,,,,
15.394,1.4137,97.1908,1.3255,0.9462,0.000018,-0.000006,-0.000017,0.000025,6.2294,-0.0194,0,,,,
15.444,1.5034,97.2794,2.0305,1.9378,0.000018,-0.000006,-0.000017,0.000025,6.2519,-0.0189,0,,,,
15.494,1.5750,97.3348,1.9986,1.7608,0.000017,-0.000006,-0.000016,0.000025,6.2745,-0.0183,0,,,,
15.544,1.6028,97.3798,-0.4991,-0.7607,0.000017,-0.000006,-0.000016,0.000024,6.2952,-0.0177,0,,,,
15.594,1.6188,97.3947,0.0767,0.0422,0.000017,-0.000006,-0.000016,0.000024,6.3162,-0.0171,0,,,,
15.646,1.6168,97.3954,1.8124,1.5143,0.000017,-0.000006,-0.000015,0.000023,6.3386,-0.0165,0,,,,
15.694,1.6703,97.4480,0.5073,0.6702,0.000017,-0.000006,-0.000015,0.000023,6.3619,-0.0158,0,,,,
15.744,1.7485,97.5214,2.1264,1.3027,0.000017,-0.000006,-0.000014,0.000023,6.3846,-0.0151,0,,,,
15.794,1.7980,97.5746,0.9250,0.8802,0.000016,-0.000005,-0.000014,0.000022,6.4065,-0.0145,0,,,,
15.844,1.8434,97.6197,-0.3150,-0.1270,0.000017,-0.000005,-0.000013,0.000022,6.4288,-0.0137,0,,,,
15.897,1.8304,97.6092,0.2214,-0.8405,0.000016,-0.000005,-0.000013,0.000022,6.4509,-0.0130,0,,,,
15.944,1.7658,97.5460,-0.9590,-0.4152,0.000016,-0.000005,-0.000013,0.000021,6.4730,-0.0123,0,,,,
15.995,1.8325,97.6073,0.2904,0.1710,0.000016,-0.000005,-0.000012,0.000021,6.4954,-0.0116,0,,,,
16.044,1.8809,97.6596,2.4756,3.0558,0.000017,-0.000005,-0.000012,0.000021,6.5183,-0.0109,0,,,,
16.094,1.9703,97.7456,1.0228,0.9230,0.000016,-0.000005,-0.000011,0.000020,6.5412,-0.0101,0,,,,
16.144,2.0662,97.8393,-0.7732,-0.2907,0.000016,-0.000005,-0.000011,0.000020,6.5646,-0.0093,0,,,,
16.194,2.0165,97.7971,0.1945,0.9467,0.000016,-0.000004,-0.000010,0.000020,6.5877,-0.0085,0,,,,
16.244,1.9996,97.7786,-1.3985,-1.3143,0.000016,-0.000005,-0.000010,0.000020,6.6109,-0.0077,0,,,,
16.294,1.9960,97.7719,-1.5120,-1.2884,0.000016,-0.000004,-0.000009,0.000019,6.6342,-0.0069,0,,,,
16.344,1.9266,97.7069,-0.5746,0.3233,0.000016,-0.000004,-0.000009,0.000019,6.6573,-0.0061,0,,,,
16.394,1.9355,97.7147,0.3905,0.3135,0.000017,-0.000004,-0.000008,0.000019,6.6799,-0.0053,0,,,,
16.444,2.0218,97.7973,0.7967,1.3072,0.000017,-0.000004,-0.000008,0.000019,6.7027,-0.0045,0,,,,
16.494,2.0105,97.7899,-0.8909,-0.5114,0.000017,-0.000004,-0.000008,0.000019,6.7253,-0.0037,0,,,,
16.545,1.9327,97.7107,-3.6895,-3.4987,0.000017,-0.000004,-0.000007,0.000019,6.7472,-0.0030,0,,,,
16.595,1.7593,97.5368,-3.9958,-3.4531,0.000017,-0.000004,-0.000007,0.000019,6.7708,-0.0022,0,,,,
16.644,1.5750,97.3566,-2.0911,-1.0854,0.000017,-0.000004,-0.000006,0.000019,6.7926,-0.0016,0,,,,
16.694,1.5719,97.3491,-0.2910,-0.0509,0.000018,-0.000004,-0.000006,0.000019,6.8146,-0.0010,0,,,,
16.744,1.5840,97.3609,-0.1839,0.1799,0.000018,-0.000004,-0.000005,0.000019,6.8371,-0.0003,0,,,,
16.794,1.5177,97.2946,-1.8776,-2.1648,0.000018,-0.000004,-0.000005,0.000019,6.8591,0.0003,0,,,,
16.844,1.4099,97.1870,-2.8854,-2.5771,0.000018,-0.000004,-0.000005,0.000019,6.8822,0.0009,0,,,,
16.894,1.2655,97.0448,-2.9818,-2.6157,0.000019,-0.000004,-0.000004,0.000019,6.9052,0.0014,0,,,,
16.944,1.1650,96.9435,-1.2172,-1.0734,0.000019,-0.000004,-0.000004,0.000019,6.9277,0.0019,0,,,,
16.994,1.1343,96.9157,0.3782,1.3168,0.000019,-0.000004,-0.000003,0.000020,6.9505,0.0023,0,,,,
17.044,1.1851,96.9631,0.5789,0.8282,0.000019,-0.000004,-0.000002,0.000020,6.9729,0.0028,0,,,,
17.094,1.1838,96.9602,-0.7413,-1.0362,0.000019,-0.000004,-0.000002,0.000020,6.9947,0.0032,0,,,,
17.144,1.1139,96.8904,-2.1589,-1.8982,0.000019,-0.000004,-0.000001,0.000020,7.0174,0.0037,0,,,,
17.194,1.0339,96.8120,-1.3027,-1.1618,0.000020,-0.000004,-0.000000,0.000020,7.0399,0.0041,0,,,,
17.244,0.9802,96.7617,-0.3481,-0.1689,0.000020,-0.000004,0.000000,0.000020,7.0620,0.0045,0,,,,
17.296,0.9929,96.7703,0.1889,-0.1372,0.000020,-0.000004,0.000002,0.000021,7.0847,0.0049,0,,,,
17.345,1.0534,96.8320,1.3752,1.7186,0.000020,-0.000004,0.000002,0.000020,7.1072,0.0053,0,,,,
17.394,1.0867,96.8660,1.4541,1.2835,0.000020,-0.000004,0.000003,0.000021,7.1296,0.0057,0,,,,
17.444,1.0948,96.8711,-0.9599,-1.2637,0.000020,-0.000004,0.000004,0.000021,7.1521,0.0062,0,,,,
17.494,1.0431,96.8220,-0.9571,-1.2542,0.000020,-0.000004,0.000006,0.000021,7.1741,0.0066,0,,,,
17.544,1.0068,96.7855,-0.5798,-0.1978,0.000020,-0.000004,0.000007,0.000021,7.1965,0.0070,0,,,,
17.594,1.0453,96.8229,1.2760,1.0239,0.000020,-0.000004,0.000008,0.000022,7.2192,0.0074,0,,,,
17.644,1.1136,96.8914,1.9933,1.7043,0.000019,-0.000004,0.000009,0.000022,7.2422,0.0078,0,,,,
17.694,1.1282,96.9059,-0.8137,-0.7314,0.000019,-0.000004,0.000010,0.000022,7.2654,0.0083,0,,,,
17.744,1.0876,96.8625,-1.7123,-2.4357,0.000018,-0.000004,0.000011,0.000022,7.2882,0.0087,0,,,,
17.796,0.9936,96.7713,-0.8347,-1.1458,0.000018,-0.000004,0.000013,0.000022,7.3108,0.0091,0,,,,
17.844,0.9428,96.7217,-0.9354,-0.3526,0.000017,-0.000004,0.000013,0.000022,7.3340,0.0095,0,,,,
17.895,0.9454,96.7211,-0.0068,-0.5388,0.000016,-0.000004,0.000014,0.000022,7.3568,0.0099,0,,,,
17.945,0.9639,96.7430,2.3501,1.9026,0.000015,-0.000004,0.000016,0.000022,7.3789,0.0103,0,,,,
17.995,1.0033,96.7788,-1.6167,-1.7936,0.000014,-0.000004,0.000016,0.000022,7.4016,0.0106,0,,,,
18.044,0.9221,96.6985,-1.6425,-2.1489,0.000013,-0.000004,0.000017,0.000022,7.4243,0.0110,0,,,,
18.094,0.7629,96.5421,-2.7352,-2.4284,0.000012,-0.000003,0.000018,0.000021,7.4469,0.0114,0,,,,
18.145,0.5658,96.3441,-4.8450,-4.5518,0.000011,-0.000003,0.000018,0.000021,7.4694,0.0116,0,,,,
18.194,0.4028,96.1805,-2.7687,-3.3851,0.000009,-0.000003,0.000019,0.000021,7.4912,0.0118,0,,,,
18.245,0.2238,96.0016,-3.1726,-3.3676,0.000008,-0.000002,0.000019,0.000021,7.5126,0.0119,0,,,,
18.294,0.0621,95.8777,-3.8221,-3.8280,0.000007,-0.000002,0.000019,0.000020,7.5337,0.0120,0,,,,
18.345,-0.1105,95.6676,-3.3176,-3.3030,0.000005,-0.000002,0.000019,0.000020,7.5547,0.0120,0,,,,
18.394,-0.2746,95.5042,-2.3118,-2.8382,0.000004,-0.000001,0.000019,0.000019,7.5752,0.0119,0,,,,
18.445,-0.3636,95.4151,-1.4571,-1.3591,0.000002,-0.000001,0.000019,0.000019,7.5959,0.0118,0,,,,
18.494,-0.3801,95.3967,-0.2557,-0.4228,0.000001,-0.000001,0.000018,0.000018,7.6161,0.0117,0,,,,
18.545,-0.4036,95.3753,0.0797,0.2536,-0.000001,0.000000,0.000018,0.000018,7.6362,0.0115,0,,,,
18.595,-0.4504,95.3260,-1.5908,-1.8412,-0.000002,0.000000,0.000017,0.000017,7.6563,0.0114,0,,,,
18.644,-0.4983,95.2807,-0.0452,-0.2541,-0.000003,0.000001,0.000017,0.000017,7.6763,0.0112,0,,,,
18.694,-0.5375,95.2373,-1.8243,-1.7717,-0.000005,0.000002,0.000016,0.000016,7.6967,0.0110,0,,,,
18.744,-0.5734,95.2051,0.6553,0.8321,-0.000006,0.000002,0.000015,0.000016,7.7160,0.0109,0,,,,
18.794,-0.6163,95.1602,-2.4989,-2.2366,-0.000007,0.000003,0.000014,0.000016,7.7368,0.0106,0,,,,
18.844,-0.7609,95.0191,-2.0545,-2.1338,-0.000008,0.000003,0.000013,0.000016,7.7576,0.0104,0,,,,
18.894,-0.8763,94.9028,-1.5276,-1.3840,-0.000009,0.000004,0.000012,0.000016,7.7783,0.0101,0,,,,
18.945,-0.9330,94.8444,-1.0914,-1.2984,-0.000010,0.000004,0.000011,0.000015,7.7997,0.0098,0,,,,
18.994,-0.9460,94.8318,0.4375,0.5367,-0.000011,0.000005,0.000010,0.000016,7.8208,0.0094,0,,,,
19.044,-0.9780,94.8003,-1.1432,-1.1529,-0.000011,0.000006,0.000009,0.000015,7.8423,0.0091,0,,,,
19.094,-1.0353,94.7415,-1.4746,-1.5111,-0.000012,0.000006,0.000008,0.000016,7.8637,0.0087,0,,,,
19.144,-1.1494,94.6320,-1.7390,-1.4987,-0.000012,0.000007,0.000007,0.000016,7.8850,0.0083,0,,,,
19.194,-1.2162,94.5633,-0.7747,-0.3539,-0.000013,0.000008,0.000006,0.000016,7.9069,0.0078,0,,,,
19.244,-1.2228,94.5542,0.8028,0.6606,-0.000013,0.000008,0.000005,0.000016,7.9289,0.0074,0,,,,
19.294,-1.2041,94.5739,1.1276,0.8431,-0.000013,0.000009,0.000003,0.000016,7.9514,0.0069,0,,,,
19.344,-1.1820,94.5961,-0.1523,-0.0319,-0.000013,0.000009,0.000002,0.000016,7.9744,0.0064,0,,,,
19.394,-1.1886,94.5894,0.2442,-0.2173,-0.000013,0.000010,0.000001,0.000017,7.9975,0.0059,0,,,,
19.444,-1.2706,94.5089,0.1356,-0.7324,-0.000013,0.000010,0.000000,0.000017,8.0206,0.0055,0,,,,
19.494,-1.2750,94.5026,-0.1332,0.0769,-0.000013,0.000010,-0.000001,0.000017,8.0435,0.0049,0,,,,
19.545,-1.2206,94.5571,2.4405,2.1031,-0.000013,0.000011,-0.000002,0.000017,8.0662,0.0044,0,,,,
19.594,-1.1848,94.5919,0.5603,0.5622,-0.000013,0.000011,-0.000003,0.000017,8.0889,0.0040,0,,,,
19.644,-1.1811,94.5953,-1.0116,-1.1147,-0.000013,0.000011,-0.000003,0.000017,8.1115,0.0035,0,,,,
19.694,-1.2149,94.5653,0.4921,0.6399,-0.000012,0.000012,-0.000004,0.000017,8.1336,0.0030,0,,,,
19.744,-1.2555,94.5218,-0.2171,-0.2789,-0.000012,0.000012,-0.000005,0.000018,8.1559,0.0026,0,,,,
19.794,-1.2146,94.5621,0.6577,0.4099,-0.000012,0.000012,-0.000006,0.000017,8.1776,0.0021,0,,,,
19.843,-1.1706,94.6093,1.6331,1.9321,-0.000012,0.000012,-0.000006,0.000018,8.1989,0.0016,0,,,,
19.894,-1.1061,94.6741,0.9367,0.8967,-0.000011,0.000012,-0.000007,0.000018,8.2205,0.0012,0,,,,
19.944,-1.0617,94.7157,1.1210,0.8655,-0.000011,0.000012,-0.000008,0.000018,8.2417,0.0008,0,,,,
19.994,-1.0855,94.6943,-0.7364,-0.3413,-0.000011,0.000011,-0.000008,0.000018,8.2634,0.0004,0,,,,
20.045,-1.0859,94.6908,0.4975,0.0181,-0.000011,0.000011,-0.000009,0.000018,8.2851,-0.0000,0,,,,
20.094,-1.0417,94.7369,1.5329,2.0977,-0.000011,0.000011,-0.000010,0.000018,8.3067,-0.0004,0,,,,
20.144,-0.9712,94.8065,1.1261,1.0819,-0.000011,0.000011,-0.000010,0.000019,8.3293,-0.0008,0,,,,
20.194,-0.8785,94.8968,0.9247,1.3885,-0.000010,0.000011,-0.000011,0.000019,8.3514,-0.0012,0,,,,
20.245,-0.8550,94.9225,1.1838,1.3955,-0.000010,0.000011,-0.000012,0.000019,8.3732,-0.0015,0,,,,
20.294,-0.7974,94.9799,1.1907,1.3128,-0.000010,0.000011,-0.000013,0.000019,8.3953,-0.0018,0,,,,
20.344,-0.7349,95.0429,1.4383,1.7195,-0.000010,0.000011,-0.000013,0.000020,8.4167,-0.0021,0,,,,
20.394,-0.6571,95.1201,1.5183,1.8919,-0.000010,0.000011,-0.000014,0.000020,8.4385,-0.0024,0,,,,
20.444,-0.5702,95.2085,2.3579,2.3575,-0.000010,0.000010,-0.000014,0.000020,8.4604,-0.0026,0,,,,
20.494,-0.5069,95.2700,1.4407,1.3747,-0.000010,0.000010,-0.000015,0.000021,8.4818,-0.0028,0,,,,
20.544,-0.4646,95.3120,0.1059,0.1883,-0.000009,0.000010,-0.000016,0.000021,8.5041,-0.0030,0,,,,
20.594,-0.4058,95.3737,1.8308,1.9062,-0.000009,0.000010,-0.000016,0.000021,8.5258,-0.0032,0,,,,
20.645,-0.3360,95.4420,1.5569,1.6800,-0.000009,0.000009,-0.000017,0.000022,8.5472,-0.0033,0,,,,
20.694,-0.2528,95.5233,1.8181,1.1937,-0.000009,0.000010,-0.000018,0.000022,8.5689,-0.0034,0,,,,
20.746,-0.2376,95.5400,1.8315,1.0435,-0.000008,0.000009,-0.000018,0.000022,8.5901,-0.0035,0,,,,
20.795,-0.0933,95.6857,4.3427,3.8059,-0.000008,0.000009,-0.000019,0.000023,8.6113,-0.0036,0,,,,
20.845,0.1676,95.8819,6.6936,6.4473,-0.000008,0.000009,-0.000019,0.000023,8.6331,-0.0036,0,,,,
20.894,0.4123,96.1866,2.7992,2.3865,-0.000008,0.000009,-0.000020,0.000023,8.6549,-0.0035,0,,,,
20.944,0.5546,96.3311,2.2955,2.5064,-0.000007,0.000008,-0.000021,0.000023,8.6772,-0.0033,0,,,,
20.993,0.5578,96.3358,0.0315,0.4794,-0.000007,0.000008,-0.000021,0.000024,8.6991,-0.0031,0,,,,
21.044,0.6050,96.3809,-0.0579,-0.1773,-0.000007,0.000008,-0.000021,0.000024,8.7213,-0.0029,0,,,,
21.095,0.6429,96.4288,2.7919,2.8271,-0.000006,0.000008,-0.000022,0.000024,8.7429,-0.0026,0,,,,
21.144,0.7648,96.5416,2.3989,2.8062,-0.000006,0.000008,-0.000022,0.000024,8.7644,-0.0024,0,,,,
21.194,0.9900,96.7649,3.6625,3.0244,-0.000006,0.000008,-0.000022,0.000024,8.7862,-0.0021,0,,,,
21.244,1.0968,96.8756,3.7536,3.3649,-0.000005,0.000007,-0.000022,0.000024,8.8074,-0.0017,0,,,,
21.294,1.2075,96.9826,0.3239,0.1939,-0.000005,0.000007,-0.000023,0.000024,8.8290,-0.0012,0,,,,
21.344,1.2172,96.9943,0.7859,0.7031,-0.000005,0.000008,-0.000023,0.000025,8.8500,-0.0008,0,,,,
21.394,1.1885,96.9670,0.2632,-0.1975,-0.000005,0.000007,-0.000023,0.000025,8.8711,-0.0003,0,,,,
