x_m,y_m,yaw_rad
-4.1250,1.9889,1.5708
-4.1478,2.2494,1.7453
-4.1932,2.5069,1.7453
-4.2386,2.7644,1.7453
-4.2840,3.0219,1.7453
-4.3517,3.2744,1.9199
-4.4411,3.5201,1.9199
-4.5306,3.7658,1.9199
-4.6411,4.0028,2.0944
-4.7718,4.2292,2.0944
-4.8391,4.3596,1.9199
-4.8943,4.4956,1.9199
-4.9465,4.6329,1.9199
-4.9986,4.7701,1.9199
-5.0507,4.9073,1.9199
-5.1051,5.0437,1.9199
-5.1712,5.1747,2.0071
-5.2493,5.2989,2.0944
-5.3388,5.4152,2.2689
-5.4390,5.5225,2.3562
-5.5488,5.6198,2.4435
-5.6673,5.7064,2.5307
-5.7935,5.7813,2.6180
-5.9262,5.8439,2.7053
-6.0642,5.8938,2.7925
-6.2064,5.9303,2.8798
-6.3513,5.9532,2.9671
-6.4978,5.9624,3.0543
-6.6444,5.9576,3.1416
-6.7900,5.9390,3.3161
-7.0505,5.9162,3.1416
-7.3119,5.9162,3.1416
-7.5734,5.9162,3.1416
-7.8349,5.9162,3.1416
-8.0963,5.9162,3.1416
-8.3578,5.9162,3.1416
-8.6193,5.9162,3.1416
-8.8807,5.9162,3.1416
-9.1422,5.9162,3.1416
-9.4037,5.9162,3.1416
-9.6651,5.9162,3.1416
-9.9266,5.9162,3.1416
-10.1881,5.9162,3.1416
-10.4495,5.9162,3.1416
-10.7110,5.9162,3.1416
-10.9715,5.8934,3.3161
-11.1113,5.8667,3.3161
-11.2503,5.8359,3.3161
-11.3883,5.8010,3.3161
-11.5252,5.7622,3.4034
-11.6610,5.7194,3.4034
-11.7955,5.6727,3.4034
-11.9285,5.6221,3.4907
-12.0601,5.5677,3.4907
-12.1909,5.5116,3.4907
-12.3218,5.4556,3.4907
-12.4526,5.3995,3.4907
-12.5835,5.3434,3.4907
-12.7133,5.2852,3.5779
-12.8414,5.2231,3.5779
-12.9677,5.1574,3.5779
-13.0920,5.0880,3.6652
-13.3062,4.9380,3.8397
-13.5065,4.7700,3.8397
-13.7068,4.6019,3.8397
-13.9071,4.4338,3.8397
-14.1074,4.2658,3.8397
-14.3215,4.1158,3.6652
-14.5585,4.0053,3.4907
-14.8111,3.9376,3.3161
-15.0715,3.9148,3.1416
-15.3330,3.9148,3.1416
-15.5945,3.9148,3.1416
-15.8559,3.9148,3.1416
-16.1174,3.9148,3.1416
-16.3789,3.9148,3.1416
-16.6403,3.9148,3.1416
-16.9018,3.9148,3.1416
-17.1633,3.9148,3.1416
-17.4247,3.9148,3.1416
-17.6862,3.9148,3.1416
-17.9477,3.9148,3.1416
-18.2092,3.9148,3.1416
-18.4706,3.9148,3.1416
-18.7311,3.8920,3.3161
-18.9837,3.8244,3.4907
-19.2206,3.7139,3.6652
-19.4348,3.5639,3.8397
-19.6197,3.3790,4.0143
-19.7697,3.1648,4.1888
-19.9004,2.9384,4.1888
-20.0311,2.7119,4.1888
-20.1619,2.4855,4.1888
-20.2724,2.2485,4.3633
-20.3400,1.9960,4.5379
-20.3628,1.7355,4.7124
-20.3400,1.4750,4.8869
-20.2946,1.2175,4.8869
-20.2492,0.9600,4.8869
-20.2038,0.7026,4.8869
-20.1810,0.4421,4.7124
-20.1743,0.2996,4.7997
-20.1540,0.1585,4.8869
-20.1204,0.0199,4.9742
-20.0738,-0.1148,5.0615
-20.0146,-0.2446,5.1487
-19.9434,-0.3681,5.2360
-19.8608,-0.4843,5.3233
-19.7675,-0.5922,5.4105
-19.6647,-0.6910,5.4978
-19.5595,-0.7874,5.4978
-19.4543,-0.8837,5.4978
-19.3491,-0.9801,5.4978
-19.2440,-1.0764,5.4978
-19.1388,-1.1728,5.4978
-19.0336,-1.2691,5.4978
-18.9286,-1.3657,5.4978
-18.8302,-1.4689,5.4105
-18.7421,-1.5810,5.3233
-18.6650,-1.7010,5.2360
-18.5545,-1.9380,5.0615
-18.4868,-2.1905,4.8869
-18.4640,-2.4510,4.7124
-18.4868,-2.7115,4.5379
-18.5322,-2.9690,4.5379
-18.5776,-3.2265,4.5379
-18.6230,-3.4840,4.5379
-18.6458,-3.7444,4.7124
-18.6230,-4.0049,4.8869
-18.5776,-4.2624,4.8869
-18.5322,-4.5199,4.8869
-18.4868,-4.7774,4.8869
-18.4414,-5.0349,4.8869
-18.3737,-5.2874,5.0615
-18.2632,-5.5244,5.2360
-18.1133,-5.7386,5.4105
-17.9284,-5.9235,5.5851
-17.7142,-6.0734,5.7596
-17.4772,-6.1839,5.9341
-17.2315,-6.2734,5.9341
-16.9858,-6.3628,5.9341
-16.7401,-6.4522,5.9341
-16.4876,-6.5199,6.1087
-16.2271,-6.5427,6.2832
-15.9666,-6.5199,6.4577
-15.7141,-6.4522,6.6323
-15.4771,-6.3417,6.8068
-15.2507,-6.2110,6.8068
-15.0365,-6.0610,6.9813
-14.8362,-5.8930,6.9813
-14.6359,-5.7249,6.9813
-14.4356,-5.5568,6.9813
-14.2353,-5.3888,6.9813
-14.0350,-5.2207,6.9813
-13.8501,-5.0358,7.1559
-13.6821,-4.8355,7.1559
-13.5140,-4.6352,7.1559
-13.3459,-4.4349,7.1559
-13.1779,-4.2346,7.1559
-12.9930,-4.0497,6.9813
-12.7927,-3.8817,6.9813
-12.5924,-3.7136,6.9813
-12.3921,-3.5455,6.9813
-12.1918,-3.3775,6.9813
-11.9915,-3.2094,6.9813
-11.7912,-3.0413,6.9813
-11.5909,-2.8733,6.9813
-11.3906,-2.7052,6.9813
-11.1903,-2.5371,6.9813
-10.9900,-2.3691,6.9813
-10.7897,-2.2010,6.9813
-10.5755,-2.0510,6.8068
-10.3491,-1.9203,6.8068
-10.1121,-1.8098,6.6323
-9.8664,-1.7203,6.6323
-9.6207,-1.6309,6.6323
-9.3750,-1.5415,6.6323
-9.1293,-1.4521,6.6323
-8.8768,-1.3844,6.4577
-8.6193,-1.3390,6.4577
-8.3618,-1.2936,6.4577
-8.1043,-1.2482,6.4577
-7.8468,-1.2028,6.4577
-7.5893,-1.1574,6.4577
-7.3318,-1.1120,6.4577
-7.0743,-1.0666,6.4577
-6.8168,-1.0212,6.4577
-6.5593,-0.9758,6.4577
-6.3068,-0.9081,6.6323
-6.0698,-0.7976,6.8068
-5.8434,-0.6669,6.8068
-5.6169,-0.5361,6.8068
-5.3905,-0.4054,6.8068
-5.1640,-0.2746,6.8068
-4.9376,-0.1439,6.8068
-4.7112,-0.0132,6.8068
-4.4742,0.0973,6.6323
-4.2285,0.1867,6.6323
-3.9828,0.2762,6.6323
-3.7371,0.3656,6.6323
-3.4914,0.4550,6.6323
-3.2457,0.5445,6.6323
-3.0000,0.6339,6.6323
-2.7543,0.7233,6.6323
-2.5018,0.7910,6.4577
-2.3607,0.8090,6.2832
-2.2185,0.8136,6.1959
-2.0765,0.8047,6.1087
-1.9361,0.7824,6.0214
-1.7983,0.7469,5.9341
-1.6646,0.6985,5.8469
-1.5360,0.6376,5.7596
-1.4138,0.5649,5.6723
-1.2973,0.4832,5.5851
-1.1814,0.4007,5.5851
-1.0654,0.3183,5.5851
-0.9487,0.2369,5.6723
-0.8259,0.1651,5.7596
-0.6969,0.1052,5.8469
-0.5628,0.0579,5.9341
-0.4248,0.0234,6.0214
-0.2841,0.0022,6.1087
-0.1421,-0.0057,6.1959
-0.0000,0.0000,6.3705
