x_m,y_m,yaw_rad
12.5924,3.7136,10.1229
12.3921,3.5455,10.1229
12.1918,3.3775,10.1229
11.9915,3.2094,10.1229
11.7912,3.0413,10.1229
11.5909,2.8733,10.1229
11.3906,2.7052,10.1229
11.1903,2.5371,10.1229
10.9900,2.3691,10.1229
10.7897,2.2010,10.1229
10.5755,2.0510,9.9484
10.3491,1.9203,9.9484
10.1121,1.8098,9.7739
9.8664,1.7203,9.7739
9.6207,1.6309,9.7739
9.3750,1.5415,9.7739
9.1293,1.4521,9.7739
8.8768,1.3844,9.5993
8.6193,1.3390,9.5993
8.3618,1.2936,9.5993
8.1043,1.2482,9.5993
7.8468,1.2028,9.5993
7.5893,1.1574,9.5993
7.3318,1.1120,9.5993
7.0743,1.0666,9.5993
6.8168,1.0212,9.5993
6.5593,0.9758,9.5993
6.3068,0.9081,9.7739
6.0698,0.7976,9.9484
5.8434,0.6669,9.9484
5.6169,0.5361,9.9484
5.3905,0.4054,9.9484
5.1640,0.2746,9.9484
4.9376,0.1439,9.9484
4.7112,0.0132,9.9484
4.4742,-0.0973,9.7739
4.2285,-0.1867,9.7739
3.9828,-0.2762,9.7739
3.7371,-0.3656,9.7739
3.4914,-0.4550,9.7739
3.2457,-0.5445,9.7739
3.0000,-0.6339,9.7739
2.7543,-0.7233,9.7739
2.5018,-0.7910,9.5993
2.3607,-0.8090,9.4248
2.2185,-0.8136,9.3375
2.0765,-0.8047,9.2503
1.9361,-0.7824,9.1630
1.7983,-0.7469,9.0757
1.6646,-0.6985,8.9885
1.5360,-0.6376,8.9012
1.4138,-0.5649,8.8139
1.2973,-0.4832,8.7267
1.1814,-0.4007,8.7267
1.0654,-0.3183,8.7267
0.9487,-0.2369,8.8139
0.8259,-0.1651,8.9012
0.6969,-0.1052,8.9885
0.5628,-0.0579,9.0757
0.4248,-0.0234,9.1630
0.2841,-0.0022,9.2503
0.1421,0.0057,9.3375
0.0000,0.0000,9.5121
