x_m,y_m,yaw_rad
6.1220,20.4618,3.4034
5.9455,20.4145,3.4034
5.7690,20.3672,3.4034
5.5925,20.3199,3.4034
5.4160,20.2726,3.4034
5.2395,20.2253,3.4034
5.0706,20.1553,3.6652
4.9257,20.0441,3.9270
4.7965,19.9149,3.9270
4.6852,19.7699,4.1888
4.5938,19.6117,4.1888
4.5025,19.4534,4.1888
4.4111,19.2951,4.1888
4.3197,19.1369,4.1888
4.2284,18.9786,4.1888
4.1584,18.8098,4.4506
4.1111,18.6333,4.4506
4.0639,18.4568,4.4506
4.0166,18.2803,4.4506
3.9693,18.1038,4.4506
3.9220,17.9273,4.4506
3.8981,17.7461,4.7124
3.8981,17.5633,4.7124
3.8981,17.3806,4.7124
3.8981,17.1979,4.7124
3.8981,17.0151,4.7124
3.8981,16.8324,4.7124
3.8981,16.6497,4.7124
3.8981,16.4669,4.7124
3.8981,16.2842,4.7124
3.8981,16.1015,4.7124
3.8981,15.9187,4.7124
3.8743,15.7375,4.4506
3.8270,15.5610,4.4506
3.7797,15.3845,4.4506
3.7324,15.2080,4.4506
3.6851,15.0315,4.4506
3.6378,14.8550,4.4506
3.6139,14.6738,4.7124
3.6378,14.4926,4.9742
3.6851,14.3161,4.9742
3.7550,14.1473,5.2360
3.8662,14.0023,5.4978
3.9955,13.8731,5.4978
4.1247,13.7439,5.4978
4.2539,13.6147,5.4978
4.3831,13.4855,5.4978
4.5123,13.3563,5.4978
4.6415,13.2270,5.4978
4.7528,13.0821,5.2360
4.8441,12.9238,5.2360
4.9355,12.7656,5.2360
5.0054,12.5967,4.9742
5.0527,12.4202,4.9742
5.1227,12.2514,5.2360
5.2339,12.1064,5.4978
5.3789,11.9952,5.7596
5.5477,11.9253,6.0214
5.7289,11.9014,0.0000
5.9101,11.9253,0.2618
6.0789,11.9952,0.5236
6.2239,12.1064,0.7854
6.3351,12.2514,1.0472
6.4050,12.4202,1.3090
6.4278,12.5622,1.4835
6.4211,12.7058,1.6581
6.3895,12.8463,1.7453
6.3507,12.9849,1.9199
6.2872,13.1140,2.0944
6.1987,13.2273,2.2689
6.0889,13.3201,2.5307
5.9624,13.3886,2.7053
5.8247,13.4297,2.8798
5.6814,13.4419,3.1416
5.5387,13.4245,3.3161
5.4025,13.3783,3.4907
5.2786,13.3053,3.7525
5.1723,13.2085,3.9270
5.0880,13.0920,4.1888
5.0181,12.9232,4.4506
4.9942,12.7420,4.7124
5.0181,12.5608,4.9742
5.0880,12.3920,5.2360
5.1992,12.2470,5.4978
5.3442,12.1358,5.7596
5.5130,12.0659,6.0214
5.6942,12.0420,0.0000
5.8754,12.0659,0.2618
6.0442,12.1358,0.5236
6.1892,12.2470,0.7854
6.3004,12.3920,1.0472
6.3704,12.5608,1.3090
6.3942,12.7420,1.5708
6.3704,12.9232,1.8326
6.3004,13.0920,2.0944
6.1892,13.2370,2.3562
6.0442,13.3482,2.6180
5.8754,13.4181,2.8798
5.6989,13.4654,2.8798
5.5224,13.5127,2.8798
5.3459,13.5600,2.8798
5.1693,13.6073,2.8798
4.9928,13.6546,2.8798
4.8163,13.7019,2.8798
4.6398,13.7492,2.8798
4.4633,13.7965,2.8798
4.2868,13.8438,2.8798
4.1103,13.8911,2.8798
3.9338,13.9384,2.8798
3.7573,13.9857,2.8798
3.5808,14.0330,2.8798
3.4042,14.0803,2.8798
3.2277,14.1276,2.8798
3.0512,14.1749,2.8798
2.8747,14.2222,2.8798
2.6982,14.2695,2.8798
2.5217,14.3168,2.8798
2.3405,14.3406,3.1416
2.1593,14.3168,3.4034
1.9905,14.2468,3.6652
1.8455,14.1356,3.9270
1.7163,14.0064,3.9270
1.5871,13.8772,3.9270
1.4579,13.7480,3.9270
1.3467,13.6030,4.1888
1.2767,13.4342,4.4506
1.2294,13.2576,4.4506
1.1821,13.0811,4.4506
1.1122,12.9123,4.1888
1.0542,12.7833,4.3633
1.0234,12.6454,4.5379
1.0209,12.5040,4.7124
1.0468,12.3650,4.9742
1.1001,12.2341,5.1487
1.1760,12.1145,5.2360
1.2550,11.9970,5.2360
1.3340,11.8795,5.2360
1.4131,11.7620,5.2360
1.4921,11.6444,5.2360
1.5711,11.5269,5.2360
1.6501,11.4094,5.2360
1.7292,11.2918,5.2360
1.8082,11.1743,5.2360
1.8872,11.0568,5.2360
1.9631,10.9372,5.1487
2.0164,10.8063,4.9742
2.0423,10.6673,4.7124
2.0398,10.5259,4.5379
2.0090,10.3880,4.3633
1.9510,10.2590,4.1888
2.0209,10.4278,1.3090
2.0448,10.6090,1.5708
2.0209,10.7902,1.8326
1.9510,10.9590,2.0944
1.8398,11.1040,2.3562
1.6948,11.2152,2.6180
1.5260,11.2851,2.8798
1.3448,11.3090,3.1416
1.1636,11.2851,3.4034
0.9948,11.2152,3.6652
0.8365,11.1238,3.6652
0.6783,11.0325,3.6652
0.5200,10.9411,3.6652
0.3618,10.8497,3.6652
0.2035,10.7584,3.6652
0.0453,10.6670,3.6652
-0.1130,10.5756,3.6652
-0.2580,10.4644,3.9270
-0.3872,10.3352,3.9270
-0.5164,10.2060,3.9270
-0.6277,10.0610,4.1888
-0.7190,9.9027,4.1888
-0.8104,9.7445,4.1888
-0.9018,9.5862,4.1888
-0.9931,9.4280,4.1888
-1.0845,9.2697,4.1888
-1.1759,9.1115,4.1888
-1.2458,8.9426,4.4506
-1.2696,8.7615,4.7124
-1.2696,8.5787,4.7124
-1.2696,8.3960,4.7124
-1.2696,8.2133,4.7124
-1.2696,8.0305,4.7124
-1.2696,7.8478,4.7124
-1.2696,7.6650,4.7124
-1.2696,7.4823,4.7124
-1.2696,7.2996,4.7124
-1.2696,7.1168,4.7124
-1.2696,6.9341,4.7124
-1.2696,6.7514,4.7124
-1.2458,6.5702,4.9742
-1.1985,6.3937,4.9742
-1.1512,6.2172,4.9742
-1.0813,6.0483,5.2360
-0.9899,5.8901,5.2360
-0.8985,5.7318,5.2360
-0.8072,5.5736,5.2360
-0.7158,5.4153,5.2360
-0.6244,5.2571,5.2360
-0.5331,5.0988,5.2360
-0.4417,4.9406,5.2360
-0.3304,4.7956,5.4978
-0.2012,4.6664,5.4978
-0.0720,4.5372,5.4978
0.0572,4.4079,5.4978
0.1684,4.2630,5.2360
0.2598,4.1047,5.2360
0.3512,3.9465,5.2360
0.4425,3.7882,5.2360
0.5339,3.6299,5.2360
0.6253,3.4717,5.2360
0.6952,3.3029,4.9742
0.7425,3.1264,4.9742
0.7898,2.9498,4.9742
0.8371,2.7733,4.9742
0.8610,2.5922,4.7124
0.8610,2.4094,4.7124
0.8610,2.2267,4.7124
0.8450,2.0781,4.4506
0.7982,1.9363,4.2761
0.7400,1.7984,4.2761
0.6817,1.6605,4.2761
0.6235,1.5226,4.2761
0.5653,1.3846,4.2761
0.5071,1.2467,4.2761
0.4489,1.1088,4.2761
0.3907,0.9709,4.2761
0.3325,0.8330,4.2761
0.2743,0.6951,4.2761
0.2161,0.5572,4.2761
0.1579,0.4193,4.2761
0.0997,0.2814,4.2761
0.0415,0.1435,4.2761
-0.0000,0.0000,4.4506
-0.0000,0.0000,4.5379
